Hybridization REF	TCGA-AA-A00K-01A-02R-A002-07
ZFP28	-0.4765
PLCB2	0.9378
TXNDC15	-0.57025
CALR3	-0.6515
HLTF	-0.891285714285714
C17orf67	-2.42625
NDUFA6	0.022875
PKP1	-0.58875
HMG20B	-0.674
GPR180	0.00410000000000002
BAI3	-0.4445
NOSIP	0.6183
TRIM23	-1.438875
ARL1	0.407785714285714
CDK5RAP2	-1.0455
SSH2	-0.512833333333333
KCTD15	-1.64983333333333
FTHL17	0.058
AK3	0.1505
RAB3C	-1.48975
PAX4	0.1005
KDELC2	-0.471
BIK	3.51616666666667
KIAA1553	0.48825
CEP135	-0.45575
NANOG	-4.0845
TRIM22	1.9485
CDH13	-0.967166666666667
B4GALNT4	-1.03
MDGA2	-0.6535
SAMD3	3.78516666666667
OR1E1	0.295
TAS2R10	-1.333
FASN	0.3475
GPR116	2.7703
ZNF219	0.117833333333333
CD33	-3.06675
RAB3GAP1	-0.02575
H1FOO	0.2675
NXPH3	0.53675
CROCC	-0.483166666666667
GPX7	-0.772
BASP1	-2.8935
STAM	-0.69175
TBK1	0.5785
STX2	-0.335666666666667
RPL29	-0.23975
NR1H3	0.97775
MPPE1	-0.357
PHACTR3	1.2125
SLC44A2	0.766125
C10orf109	-0.0375
CLCN6	-0.426
C16orf59	-1.28175
SQSTM1	1.06533333333333
AADAC	-0.823
LRRC8C	-1.808625
BIN3	0.5459
HPS6	0.69175
MAN2A2	-0.105
GABPB2	-0.806375
KCND1	-0.72
PTPN11	0.677428571428571
ZNF274	-0.4525
ATF3	0.820416666666667
C7orf26	-0.14025
C1QL3	-0.208
WDR54	-2.05116666666667
FLJ40869	-0.724166666666667
ZNF397	-0.70125
MLL	0.0837
TTLL6	-0.194625
ANKRD15	0.0763333333333333
KIAA1958	-0.765
C1orf218	0.0135
ZDHHC16	0.35875
DDX47	-0.4755
EVI5L	-0.207666666666667
GDF6	-5.78675
TAPBPL	1.585
BTG1	0.4716
DPP4	2.543375
KLHL23	-0.23175
APOC3	-4.267
BTBD12	-0.312833333333333
CNOT4	-0.2004375
HIST1H3I	-0.322
OR5H1	0.5935
APEH	-0.070375
TRY1	0.245833333333333
SLC26A8	0.490166666666667
KCNA2	0.151333333333333
TMEM159	0.966625
C6orf81	-1.40633333333333
PCYT1A	0.751833333333333
C6orf157	0.768
BRMS1	-0.09675
CHST1	0.593333333333333
LGALS1	-1.587
TAF1B	-1.138
FLJ40504	0.8335
GPR173	0.3645
COL15A1	0.273125
CASP10	1.25757142857143
PCMT1	-0.7285
HDAC5	-0.8003
LOC641367	0.1865
EVC2	-1.55375
SGPL1	0.952
GON4L	-0.450857142857143
AFG3L2	0.787166666666667
C5orf15	-0.626333333333333
UBXD1	0.2656
LILRB4	0.555
GSTA4	-0.511166666666667
ADIG	0.3645
GRIPAP1	0.444875
HIST1H3B	-0.6205
BTRC	-0.0993333333333333
USP49	-1.9105
IQCH	-0.70525
ACBD6	-0.40175
YEATS2	-0.679
CABP5	-0.17425
TRIM3	-0.244
HNRPM	0.0515
FGG	-4.8344
C18orf16	0.36975
CLEC2B	-2.385
PQBP1	0.1635
JTB	0.1305
REST	0.4475
SLC8A3	-0.6155
TMEM16H	-1.049
MRPL47	0.243875
EVI1	3.7597
MUC1	2.00275
TEAD3	0.54475
STOML1	-0.265125
USP24	0.1482
PNMA5	-1.25325
MAEL	-0.052
LBP	0.2111
HSD17B4	1.02775
SEC31B	-1.8835
IDH2	1.231
SFRS16	0.057125
AICDA	0.2345
RNF180	-1.5395
C1orf56	-0.943833333333333
FLJ10324	-2.108
GPR148	1.1015
MEF2A	-0.183166666666667
ASF1B	-0.418833333333333
HTN3	-0.3825
RNF215	-0.23925
SLC4A3	-2.07716666666667
ADAMTS9	0.0965
C9orf66	0.0101666666666667
FOXD3	1.465
GSDM1	1.1805
IFITM5	2.4075
PODXL2	-0.00383333333333333
C1orf176	-0.30025
RPS3	-0.37575
hCG_2004593	0.292375
COL21A1	-1.21825
NTNG2	-0.0345
RAI14	-1.78766666666667
P76	0.352
LRFN3	0.49275
FAM14B	-0.712125
FKBP14	-1.12725
TNNI3	-0.0964999999999999
HOXB3	1.634875
SGCB	-0.73575
PPAPDC3	-1.669
FRAT1	0.0601666666666667
MORN1	0.0563333333333333
ARHGEF2	-0.1665
BNIP2	-1.1585
DHX30	-0.276
EEFSEC	-0.46575
FGF20	2.792
FLJ38973	0.712142857142857
PLCH2	-0.00741666666666664
CCNG2	-0.596
PSPN	0.034
WDR88	-0.0215
HOXB13	0.29275
MTMR8	1.309
SPAM1	-0.298
PPP2R1B	-0.098875
TANC1	0.15
CNN3	0.0831
CHGA	0.027
C9orf128	2.64475
CACNA1B	1.18616666666667
MMAB	0.5682
RHOA	-0.37575
RAPGEFL1	1.35475
SLC1A5	0.368666666666667
CALCA	0.622625
SYCP1	0.321
CXCL11	2.767625
GFI1B	-1.54983333333333
PSCD1	0.214
C11orf58	-0.6475
MGC45438	-1.583
NUDT18	0.432833333333333
ASB3	-1.19033333333333
ZP1	-3.79
LPPR2	-0.555
ZNF527	0.075
ZNF771	-0.204375
TTBK2	-0.88725
TRIM55	-1.78475
GJB3	1.3635
PRSS35	-0.1605
SCRG1	0.8025
ZDHHC24	0.198
DUSP26	-0.1025
C1orf51	-1.507875
DNAJC3	0.645666666666667
LITAF	0.594125
ZNF410	-0.21375
AFP	-4.9935
ZW10	-0.30825
PHOX2B	0.903
VILL	2.68475
ELOVL7	0.756
LOC644186	-0.52
PPP3CC	0.1195
CHST13	-1.82375
WDR40B	0.18675
MEA1	-0.828
HILS1	-2.046
DLX6	-2.45783333333333
NKG7	1.19216666666667
EMP1	1.188
ACTR6	-0.04725
CHCHD7	1.3075
COG2	0.5213
TCEA2	-0.5347
TARS	-0.4855
FLJ20294	0.252
ZNF92	-1.2375
TRAPPC2L	-0.2782
ARHGAP28	-1.392
CCDC109B	-0.78175
LGTN	-0.428833333333333
INGX	0.370833333333333
LOC124446	0.187
RPS2	-0.436
C17orf75	-1.233
NBPF1	-0.96
SLC2A8	1.56333333333333
SNRPE	-0.72225
CARD6	-1.17925
IL13RA2	1.173375
CUEDC2	-0.164125
C4orf19	2.95975
AOC3	1.179
MTHFD2	-0.823833333333333
OR5M9	0.4375
C4orf38	-0.692333333333333
SS18L2	0.2135
OAS3	1.53916666666667
LARGE	0.2435
LRIG3	1.79266666666667
LIMA1	2.649
STARD3	-0.515666666666667
VPS39	0.219
CTAGE6	0.454
ODAM	0.26
MORF4L2	0.1165
GSTO2	2.0945
MTFMT	-0.07425
PRKAB2	-0.787357142857143
ZNF76	-0.215166666666667
HSPB2	3.1285
CRB2	1.20175
KLRK1	-2.773
LYST	-0.577125
UBE2M	0.013
SLC16A9	2.28825
ZNF281	-0.56825
ST8SIA1	-1.69775
C9orf105	-0.5655
ANKRD46	0.256
FAM108A3	-0.0235
C20orf91	0.239
ZYX	0.769
RSPH1	2.00025
ZSCAN5	0.76575
RIMS3	-0.0813333333333333
KRT76	0.2205
CEACAM4	0.350833333333333
SIRPB1	-0.12075
CFHR4	-0.6395
SOX3	0.540166666666667
GATAD1	-0.4505
C21orf57	0.033
TMC8	-0.636
AVIL	0.978
LMOD1	4.04325
HIGD1A	0.121625
NEU3	-0.148
DES	3.848
BZW1	-0.7303
ZNF221	-0.1525
CCDC27	0.132
GDAP1	-0.84425
RBBP4	-0.2925
MGC40499	-1.1175
PHKA1	-0.305375
PRKAR1A	-1.27783333333333
HSD3B1	3.4625
RAD52	-0.151166666666667
CD207	0.0595
LOC389791	0.05
RSPO1	-0.2595
TMEPAI	0.591625
MFSD2	2.08675
ETV4	0.332083333333333
SCGN	-0.539
LOC391356	-0.22375
MPP1	-0.876625
STARD3NL	-0.6865
TFAP2D	0.3145
CD2AP	1.030875
CCL20	3.95
CCDC86	-0.3525
ZFP30	0.529
CTBP1	0.670416666666667
MAK10	-0.045
STXBP5	0.0446666666666667
LOR	-0.0202
MAP6D1	-0.263625
ARMC7	-0.092
TMEM150	-0.1475
NSL1	-1.99025
KIF5A	-1.02525
ASCC2	0.184666666666667
PSENEN	0.756166666666667
OPTC	-0.111
FCRL2	0.532833333333333
KBTBD11	2.0015
PCK1	0.2815
CENTD3	-0.884
MEGF8	0.111375
ALPPL2	0.5225
OBFC2B	0.375
ZFYVE20	-0.268125
GALC	0.235166666666667
CTRB2	0.2905
C20orf71	-0.868333333333333
TBKBP1	1.01983333333333
CAMLG	-0.110125
TREML4	0.076
RSAD1	-0.12375
TUBA3D	0.1668
KIAA1833	1.064
PNPLA1	0.1995
LRRC34	-1.48483333333333
CDH26	-0.915166666666667
ZNF167	-1.32516666666667
ZBTB26	-0.9091
VWF	3.6751
VTN	-0.978666666666667
BAD	-0.31625
PDS5B	-0.268083333333333
ZNF644	0.557916666666667
SH3GLB2	-0.06425
SMPDL3A	0.226
NRG2	-1.71475
IL15	-0.0133333333333333
GABARAPL1	-0.993833333333333
LAT2	-0.4397
SLCO1A2	-0.573666666666667
LIG4	-1.00108333333333
GSDMDC1	0.796875
BMP4	2.212
METT10D	-0.180125
SYCE1	0.33475
SPANXD	-5.3315
SLC12A9	0.0336666666666667
MC1R	-1.845
RNF168	-0.99525
TRIM69	0.11425
GALNT7	1.10216666666667
ISG20L2	0.05275
KIAA2026	0.4235
TNFAIP8L1	1.2465
DPY19L2	-1.19625
C12orf63	0.04
PRDX5	1.317125
MED6	-0.228375
TXNDC5	-0.744875
CD46	0.532
CCK	-1.56325
C17orf48	-0.50825
ANUBL1	0.6075
SIT1	0.0095
TYSND1	0.273
DEF6	-0.151666666666667
GLT8D4	-1.36275
UTP14A	1.246125
RPH3AL	2.45325
NXF1	-0.264333333333333
TRERF1	-0.3795
TUBB3	-0.5364375
SLC24A2	0.5615
SEC22B	-0.0540833333333333
ZNF653	0.22625
GGTL3	-0.862083333333333
CDKL2	1.2375
CTF8	-0.33725
EPC1	0.585666666666667
CYP4A11	-0.00283333333333334
THRSP	-0.590166666666667
LELP1	-0.2955
TES	1.610375
C17orf87	0.371
FERD3L	0.07875
SH3TC1	-0.2275
RAB36	1.029
CRYGB	-0.2165
GRIA3	0.0172
BHLHB9	0.9755
C1QTNF9	0.3705
GOPC	-0.046375
PNPLA8	-0.0341666666666667
ZNF444	-0.077
FMO1	0.49
POLR3C	-0.495
SLC35F3	-3.1795
SGCG	-2.322
DCDC2	-0.424666666666667
NANP	-0.23425
MGC23270	-0.706
BEX4	-2.0645
HYDIN	0.3186
RPS6KB2	-0.12125
ADRM1	-0.0499166666666667
BAT3	-0.5135
RAB31	-1.4820625
SCGB2A1	4.944625
SLC6A14	-0.663375
DDX4	-0.117
PRRC1	0.2625
AP3B2	-1.31516666666667
TRGV7	0.1445
TMEM184B	0.43275
ADPRHL1	-1.23933333333333
C21orf45	0.342
ARNTL	-0.945
AADAT	0.790125
CCL2	-1.06516666666667
SNTB2	0.5345
RGS9BP	-0.821
KPNA1	0.17525
TMEM41B	0.46
S100A11	0.8825
DOT1L	-0.5185
EFHC2	-0.762125
CLTC	-0.211666666666667
SRP9	-0.323428571428571
ZNF521	-2.345
FAM26F	-2.981
GPR88	-0.0455
COL13A1	-0.707333333333333
CHMP4B	2.2117
SIGLEC6	0.0441666666666667
NFAM1	0.425375
PVRL2	0.1423
ALKBH4	-0.166
CCDC93	0.0645
NXT1	0.011
KCNK4	0.0845
TROAP	-0.231
KCNA10	0.08075
CCDC114	-0.000333333333333334
RAN	0.181
LMTK2	0.9425
LOC400657	-0.4105
UFC1	-0.74625
UBE1DC1	-0.6745
EEF1A1	-0.477166666666667
CHAC1	-0.0865
HMGA2	-1.0597
B3GALTL	-0.719
ING2	-0.46175
C1orf109	-0.491
INTS3	0.2795
ZNF558	-0.3515
TRPM4	2.62383333333333
LTB4R	-0.6265
ISYNA1	-2.42175
LSM7	0.862
LRRC47	-0.35375
ZNF179	-1.50383333333333
EXDL1	-0.148833333333333
SLC4A10	-0.611
ACSS2	1.75366666666667
COPS7B	-0.5285
KIAA0040	0.311166666666667
C1orf95	-0.381
AP1GBP1	-0.408
OR9A2	-0.509
FAM71C	0.0383333333333333
RIN1	-0.130833333333333
ITGA4	-2.382375
DNAJC6	-1.08116666666667
CLOCK	1.0515
SLC35A4	0.1745
DSG4	0.887
LOC26010	0.1195
NSUN2	-0.28575
TMEM86B	-0.5602
C14orf135	-1.142
KIFC3	-1.785
PHF5A	0.36875
NCAPH	-0.607375
STK11IP	0.00525
FLJ42953	0.948
CCDC19	0.1695
ZNF329	-0.864
TAX1BP1	-0.3235
ZDHHC18	-0.219833333333333
C10orf88	-0.476
TMBIM4	0.7052
NMUR1	1.023
KIR2DS4	0.41475
C9orf90	-0.37075
MGC87631	-1.96
KDR	2.1639
ST3GAL2	-1.028625
RLN2	-1.1535
HPD	-3.5745
MOXD1	-3.8295
PDGFRL	-1.75816666666667
SMYD4	-0.6635
FAM103A1	-0.796333333333333
MFAP4	-1.13833333333333
LOC285141	0.668
TMEM45B	2.532
SMCR7L	0.0820714285714286
GZMH	1.70325
CBLN1	-2.0995
CNNM1	-0.644
PHF17	-1.8005
NUP98	0.3025
RMI1	-0.624
PTPRS	-1.5005
ANKRD57	1.379625
CLDN15	-0.504833333333333
OR51A2	0.176
GUCA2B	1.1935
DOCK9	0.95975
ITGB1BP1	-1.7055
DLG2	-0.845
BRAP	0.0745
SESN3	1.01375
ZC3H7B	0.62875
FAM101A	3.372
FKSG24	-0.45025
ZYG11B	0.025375
RFC2	-1.18125
SH2D3A	1.93466666666667
DVL3	-0.327
ADFP	0.470166666666667
KRIT1	-0.372625
SERTAD3	0.501333333333333
LEFTY2	-3.80725
KRT27	-0.684
SCFD2	0.3775
MN1	-1.7055
RORA	0.962
PTPRD	2.96075
PIAS2	-1.3065
CYP4X1	3.66933333333333
FBXL15	0.50225
MYH15	0.378333333333333
CRX	0.239333333333333
TBC1D13	-0.7045
SLC22A17	-0.694166666666667
PLK2	-0.557
ARHGAP9	0.452
EIF1B	-0.7935
C20orf185	0.3945
DEFA7P	0.084
PRIM1	-1.33533333333333
CRYAA	-2.50175
BACE1	-1.54025
AGTRL1	0.137833333333333
ACAD9	0.043375
GRASP	-0.11775
RBP4	-2.797
TFB2M	-0.09625
METTL9	-0.5106
ATP5O	-0.44425
SP100	0.3444
CPSF1	0.171666666666667
S100A4	-0.16
LIME1	-0.75975
GPR137C	-2.48925
OR2A2	0.2685
C2orf29	0.056
NUP188	-0.491
SDPR	-0.76225
RAI1	-0.131
RPS20	0.2784
LAMB1	-0.957
ADM2	0.12
ZNF229	-2.00675
DKFZp434K1815	-0.870875
EPN3	1.11766666666667
CLIC3	-0.895
MEIG1	-2.22775
HMGB4	0.14175
STARD10	1.4915
KLF8	0.957
EPB41L2	2.412
JMJD6	0.1795
CTSL1	-2.06566666666667
GPR27	-0.63
ELAVL4	0.40125
MMP21	-0.12
PPM1B	0.1055
SUV39H1	-0.08525
AAMP	0.7945
TUSC4	0.0441666666666667
MBD6	0.6205
KLK13	-1.123625
FMNL3	0.0638333333333333
TRIM13	0.31275
C15orf5	-0.07925
IQCF1	0.1655
CACNG8	0.556
SLC35D3	0.443166666666667
ZDHHC9	2.55
ODF3L1	-0.05725
C9orf86	0.6682
TSEN2	0.2315
C17orf64	-0.175
SEPX1	1.0586
TSPO	1.259
SYMPK	0.789
ADORA1	-0.4915
TSPAN10	1.904625
SEMA6C	-0.694
RTTN	-0.5973
IL2	-0.179833333333333
ARRDC3	-0.913666666666667
TBPL1	-1.11733333333333
STX12	0.1985
MRPL39	-0.21125
OR8H3	0.567
IFIT5	0.7355
CASC5	-0.614375
FAM46A	-0.0391666666666667
HPCAL1	-0.0575
CYLC1	0.8215
VGLL2	0.360125
C20orf191	0.35725
CDH1	2.27641666666667
ITPA	0.36125
CCDC101	-0.10625
D15Wsu75e	1.27525
EDA	2.46075
CREG1	-0.49
OR7G2	0.3515
SAP18	0.38325
IFIT1	-0.421
CALML3	-0.317666666666667
FLJ37440	-0.8985
FNDC5	-1.35025
SERPINB6	0.240285714285714
JUNB	1.5427
SYS1	0.80625
SCN2A	-0.457666666666667
ZKSCAN5	-1.3391
WNT7A	-0.182
TSHZ3	0.31275
RNF148	0.25125
H6PD	0.486375
CAD	-0.544833333333333
ZNF449	0.08225
DOCK10	-0.978
FAIM2	0.2155
HEXDC	0.466
PRB1	0.05325
C14orf148	-0.676
ETHE1	3.397
IRF5	-1.3063
GNMT	-1.0205
MGC16291	-2.354
RPAIN	-0.434071428571429
CAGE1	1.2075
CNTNAP3	-3.36575
ACTR1B	-0.16775
EEF1E1	-0.91575
MSX1	-0.409125
ESF1	0.4108
HSPC171	0.16525
MRPL2	-0.168666666666667
RDH12	0.0223333333333333
CELP	3.3605
METRNL	-0.51
C10orf116	3.91566666666667
C19orf48	0.6
ZNF346	-0.623375
NCR1	-0.6235
C10orf64	0.506
CD52	0.7215
VPS18	0.29675
AP4S1	-1.221
NPBWR1	1.98
TPK1	0.5195
UBA52	-0.0716111111111111
RIPK1	0.569166666666667
CPNE3	0.3256
HSPC159	0.621
C8orf38	-0.017
LRRC4B	-0.2115
PARP10	1.4445
ANKRD50	-0.118125
CXCL9	4.935
FGF18	1.01190909090909
EIF2A	-0.52325
SLC20A2	0.8535
KIAA1549	-1.00575
SPINT1	2.3427
ZNF584	-0.4655
CRBN	-0.4115
ABCF3	-0.274
NCBP1	0.0193333333333333
PLA2G4F	2.089
PCDH10	-1.522875
TTC21A	-0.1355
C20orf144	1.2495
FGFR1OP2	-0.493166666666667
SLC9A1	0.1769
CHRND	0.019
FOXF1	1.807
KIAA1467	-2.4805
TPO	-0.207666666666667
LTF	-0.288571428571429
DNAJB9	-0.52325
MRPS27	-0.06025
bA16L21.2.1	-0.21875
WBP2	0.147833333333333
MRGPRX3	-2.41133333333333
PRPF18	-0.0155
C10orf58	0.5955
SMOC1	-3.1394
ADAT3	1.006
TMEM138	-0.28375
TMEM131	-0.185125
TIMM8B	0.213
MYH7	0.286333333333333
ST6GAL2	-1.225125
KIF1C	0.43125
SUHW2	-0.5945
PAPSS1	-0.38825
CABP2	-0.0405
HOXA4	-2.1385
ELF2	-0.23175
SEMA3D	-0.1417
MC5R	-0.283
OGFR	0.674
FLJ30092	0.151666666666667
TGFA	1.0249
MMP17	1.731
KIF15	-1.45575
CHIA	0.226
CATSPER3	-0.046
CEACAM7	6.76508333333333
PADI2	3.284875
HOXA9	3.0345
LNX2	0.883333333333333
TMEM144	2.2335
HIF1AN	-0.30825
METTL7A	0.7457
C6orf165	-0.941333333333333
KIAA1468	0.63575
DSG3	-2.7365
ZNF180	-0.0825
EIF4E3	0.282375
SLC46A1	0.53925
DKK1	-4.90333333333333
ZNF205	1.351
LOC162073	0.986777777777778
COX7A1	5.56125
MAGEA1	-1.63466666666667
NEDD8	-0.557333333333333
KLHDC5	0.451888888888889
C3orf19	0.0261666666666667
MRPS2	0.37
POLR3H	-0.105642857142857
ABHD11	1.5473
TMEM17	-0.23275
PAIP2B	-0.2246
MAT1A	-3.0395
LGI3	-0.23675
THUMPD2	-0.07625
TKTL2	-0.26075
XAGE3	-1.50333333333333
CALM3	0.776333333333333
C6orf136	0.816833333333333
KCNC4	0.484166666666667
RGS9	0.374833333333333
ACIN1	0.473
SPATS1	-0.31225
XKR8	-0.2005
FAM84A	5.8105
MS4A7	3.42390909090909
AGXT2L2	-0.18875
OR1F1	0.1125
SMAP1L	-0.511166666666667
IPO11	-0.568375
ZC3H11A	-0.7129375
C1orf151	0.348125
RNASEH2A	-0.88225
CCR10	-1.1335
TXNDC11	0.23025
TMEM112	-0.3335
MAP1B	-1.91092857142857
NVL	-0.4535
PKM2	-0.48485
ARC	-0.9945
NUP54	-0.2285
PPFIBP2	1.79666666666667
STAT2	-0.20925
PTAFR	3.14133333333333
ROBO2	0.43225
RNF40	-0.479333333333333
CCDC135	-1.01816666666667
IFT81	-1.2712
MORF4	-1.12525
TM7SF3	-0.361125
OR10H3	0.372
ABP1	4.152125
CHRD	-0.6865
PLEKHA8	-0.0765
NCALD	1.9705
OR5AK2	-0.14925
ACCN1	0.972833333333333
SLITRK1	0.0985
ARMET	0.8735
C9orf52	2.19425
REEP4	0.3625
MTSS1	-0.128375
ADH1B	1.83833333333333
DLD	-0.44525
CDK5	-0.8985
PPFIA1	-0.45425
WFDC3	3.101
DNAJB12	0.812571428571428
RANGRF	0.2195
MLANA	-4.83725
AMY2B	0.385
KIAA0319	-0.401
RPS7	-0.202
JAK3	0.078
ARFGEF1	1.47575
CXCL5	1.01516666666667
TRAPPC4	-1.17775
CETN2	0.19025
HSPC111	0.401
RHOBTB3	-0.5319
PHLPP	0.4175
RGS10	-0.07725
TMEM58	-0.82425
CHERP	-0.20775
HSP90AB3P	-0.097
FSTL3	-1.4725
PEX11A	0.068
OR5V1	0.257
FCN3	1.5385
PTPN3	1.3085
NPTX1	-4.873
C21orf84	-1.6015
C11orf51	0.178
ZBED2	-0.00925
FLJ90757	-0.07525
NPY2R	0.77075
PLD3	-0.5515
SYT17	0.409
SGSM2	-1.116
OR1A2	0.30725
FOXP1	0.319875
SLC5A1	3.81425
POFUT1	-0.0594
EPHB6	-2.77266666666667
MYO1G	-1.826875
STAC	-1.5555
KLHL17	-0.0696666666666666
RGMA	-0.0456
TJP2	1.2948
FAM114A1	-0.8645
SERINC1	-0.194916666666667
SLC9A8	0.4195
PEX19	-0.61325
EDN2	0.032
PSMD7	-0.569
C3orf41	1.0415
UQCR	-0.1045
PPP1R3C	-2.0465
LRP4	3.16566666666667
TM2D1	-0.21775
TTC17	0.140875
C4BPB	-1.4325
CCL25	2.43575
ZNF253	-1.00016666666667
CHRNA9	-3.52575
SOX11	-2.246625
HIVEP3	-0.3435
CGN	2.88383333333333
C3orf35	-0.257625
PKD2L1	1.533
SYVN1	0.331625
PDE8B	-2.499625
LOC439951	2.30275
LTC4S	1.09483333333333
MIF4GD	-0.366333333333333
SMARCA2	0.43125
TUBGCP6	-0.0328333333333333
CABLES1	-0.278125
C16orf77	0.588
ZNF791	-0.21875
FUT5	3.539
ADH6	0.377166666666667
P4HB	0.517
CLDND2	0.3725
ALKBH8	-0.455
PLAC4	0.506
F11R	0.965071428571428
MGC35295	0.302333333333333
PDZD4	-0.546166666666667
LOC389073	-0.22425
FAM80B	-2.6735
PSMB1	-0.229375
TXN	0.525333333333333
VIPR1	1.2919
WBSCR18	0.0197
EXOSC6	-0.179166666666667
ACTA2	3.938
SP5	0.451583333333333
ANKRD1	-3.26175
DDR1	0.8502
ATP6V1D	-0.5095
PTGS1	-1.14708333333333
RNF157	0.00625000000000001
DCC	0.216
SPAG7	-0.08125
FBXO18	-0.032
UBE3C	0.0995
HOXC6	-0.832
LRP2BP	-0.614833333333333
MYST2	-0.798
PDSS2	1.544
ATE1	0.2215
ARAF	0.5625
KLF10	-0.336
PLA2G2E	-0.213
ASCL1	-1.6445
TSNAXIP1	-0.774
FAM131B	-0.229125
IFNA10	0.095
NUP43	-0.611125
FAM44B	-0.69575
L1TD1	0.984833333333333
NMD3	-1.332
C18orf54	-1.7466
PHOSPHO1	0.434
RAG2	-2.407
EMILIN3	0.359
METTL3	-0.56725
VPS13C	0.062125
REXO2	-0.49125
ANXA4	1.9285
CA1	-1.279
DCP1B	0.28425
TULP3	-0.0628333333333333
ATP2A2	0.167928571428571
ATIC	-0.1945
ADAM15	0.223
NPL	0.8855
LGR4	0.912375
UEVLD	0.0825
GAB1	0.53025
SNAI2	-2.16466666666667
ZGPAT	-0.148
SNF1LK	0.779125
DLEU1	-0.80475
UBE2Q1	0.123875
ZMYM6	-0.2075
JPH3	-2.46816666666667
FAM38A	0.02825
PXK	-0.122833333333333
DENND2D	2.05025
BAX	2.2955
CP	-4.54363636363636
RPL37	-0.3405
G6PC3	0.118125
NCOA4	-0.378833333333333
LRRC14	0.00874999999999999
GORASP1	0.36575
FCHO2	0.99325
CYP24A1	-2.909
FXYD3	4.14175
SMARCAL1	-0.0445
ABCB8	-0.318166666666667
CCDC44	-0.08275
PRDM7	-3.24975
USH1C	4.67075
DNAH5	-0.153833333333333
SRF	0.204
MAL2	2.50166666666667
PGPEP1	1.03533333333333
SIN3B	-0.76125
SEMA3C	-0.755833333333333
GRAMD3	1.514
FBXO10	0.0185
OR5D13	0.966
FLJ31818	-1.47275
CACNA1I	1.59825
S100A13	-1.2745
TP63	-1.0575
ANXA11	0.7912
WDR66	-1.2625
CSF2RB	-0.128
IFI44	-1.41175
DACT1	-0.0341666666666667
ANKRD23	-1.2525
ATP5G1	0.107
C21orf70	0.00133333333333333
PPWD1	-0.8985
DNAJC13	-0.3905
PAH	0.95
PTCH2	0.18925
TRMU	0.3595
CCDC9	0.805
USP3	0.113
DCLRE1C	-0.3229
FAM55C	-1.38775
FRMD4B	0.7155
CYP2R1	-0.09775
RFPL1	-1.0902
XPO5	-0.89225
ARL6IP2	-0.4605
OSBPL5	1.2275
MMP9	4.06118181818182
KIAA0802	-1.21625
DHRS2	-4.045
SGEF	-0.10875
TXNDC10	-0.758
EXOC6	-0.2
RPS27	-0.184
PNCK	-0.373
FSTL1	-1.298
AACS	1.79975
SLMAP	0.653333333333333
SAMD4A	-0.1792
ABRA	0.317
SMARCD3	-1.24025
PKNOX2	-2.53816666666667
A4GNT	0.088
C9orf39	-1.34083333333333
RALYL	0.4705
MGC33556	-3.0765
C10orf25	-1.172
BBOX1	-0.00899999999999995
NHEDC1	-1.9755
XDH	2.966
GCSH	-0.752
EDN1	1.49733333333333
MTERF	-0.57375
CLK4	-0.412375
ZNF799	0.653333333333333
KCNG1	-1.73775
CXCR4	-1.63533333333333
PTPRR	2.63075
IRAK1	0.788875
LOC401397	-1.935
TMSB10	1.25985714285714
CXCL3	3.5774
TMC4	2.487
OR7A10	0.671
STYK1	3.53325
CHRNA10	0.276
CCNI	-0.13075
EP300	0.722214285714286
LOC165186	-0.304166666666667
HIC2	-1.411
SDR-O	0.3705
OR2W1	0.1065
KCNA6	0.3405
TRIM74	-0.07675
REEP6	-0.8295
ATP5G2	0.06275
ERG	-0.3375
TMEM42	-0.672
PARN	-0.196
SOD2	0.346125
DIRAS1	-0.383666666666667
PNPT1	-0.19075
JOSD3	-0.69025
hCG_40738	-0.311
PDE1C	-2.099
SEMA4D	0.01975
AGPAT1	-0.443166666666667
NOSTRIN	1.024125
MAP3K3	-1.21166666666667
MAX	0.6015
CAPS	-0.559666666666667
SERPINA12	0.1885
OSBPL8	0.121875
RICS	2.2297
NR4A2	-0.164
PPCS	0.712
LONP1	-0.57425
SCYL3	0.38375
HERC2P2	-0.662166666666667
FIBCD1	-0.604
C15orf41	-0.17175
DMC1	-0.863833333333333
C20orf27	0.2385
RPS6KA5	0.4847
FAHD1	0.5
SLC12A4	-1.43525
BRCA1	-0.419583333333333
GBL	-0.2895
SLK	0.372666666666667
NUDT9P1	-2.5875
NOXO1	4.692
USP52	-0.2795
BAZ1B	-0.00375000000000003
SLCO2B1	2.782
BBS12	-0.311333333333333
LRGUK	-1.026
TERF2IP	-0.70775
COL1A1	3.958
KIAA0090	-0.173125
GRK5	0.0326666666666667
AP1S2	-2.6965
TMEM52	0.403333333333333
CA11	-0.691375
OR4A15	0.560833333333333
ACBD3	0.4822
SPAG11B	0.101
PRDM2	0.4698
FOXP3	0.473
SMYD3	-1.2975
LOC389199	2.2645
LGI2	0.303833333333333
NAPE-PLD	-0.026
ANKRD6	-1.393
WDR45	0.389833333333333
SHROOM1	1.6945
PSCD3	-0.2925
PYY	0.034
KCNC1	-2.0685
ARHGEF9	0.673
OR8J1	0.4555
GPR55	0.494
NS3BP	-0.937
C10orf22	-0.186833333333333
NAT8L	-3.70325
DUSP4	-0.918333333333333
FOXM1	-0.394166666666667
GRAMD2	2.2696
