Hybridization REF	TCGA-A2-A0CP-01A-11R-A034-07
ZNF135	0.77425
TAAR1	0.039
WFDC12	0.3045
CCDC42	0.164666666666667
FLJ12529	-0.50475
PER1	0.707166666666667
TIMM50	-0.6885
SMARCAD1	-0.522666666666667
FAM26C	0.2045
TP53TG3	-1.84766666666667
SH3RF1	1.8479
LMCD1	3.1315
GPR63	-1.013
FLJ21986	-2.065875
AIFM3	-1.40525
MICAL1	-1.00766666666667
BLZF1	0.3915
IQCA	4.25516666666667
PCDHGC3	-0.924
SAC	0.2995
BCL6B	2.34766666666667
DDO	1.4815
MARCO	1.53075
DCHS1	1.88766666666667
C1orf170	2.13916666666667
CD200R1	0.412166666666667
C22orf15	-0.632
SEPT11	0.383
ADNP	-0.52
UST	0.1325
C13orf34	-1.557
RFFL	0.462428571428571
APBA3	-0.4755
C2orf60	-0.693625
CUTL1	-0.3303
PMS1	-1.06528571428571
ZNF689	0.643
EIF3E	0.140333333333333
IL9	-0.1568
RPL31	0.27175
LY9	0.2645
ATP2B3	-0.0466666666666667
KDELR2	0.395666666666667
TFCP2	0.394875
NLRP12	0.45775
FLJ45422	-0.13325
TLE4	-0.292
ZNF570	-0.008
FLJ43806	-1.121
TLK2	-0.660875
CIR	1.4045
MARS2	-0.186
COL24A1	1.8135
SDF2L1	-0.8335
HIBADH	-0.437333333333333
IGFBP3	-1.75414285714286
C12orf23	0.603
PSPC1	0.05775
C20orf43	-0.38375
TRAV20	0.033
ARHGAP24	1.788625
KIAA1975	1.45825
C1QA	3.4167
DNTT	-4.961
C10orf6	0.029
C11orf41	0.59975
HNRPF	0.305
COL11A1	7.83666666666667
UBAP2	-0.321166666666667
CDKN2AIPNL	-0.8315
C20orf174	2.79275
SPRED2	-0.43075
PLA2G12A	0.406833333333333
ICEBERG	-1.4625
SCN10A	0.4655
C11orf65	0.03675
GBP5	3.7165
PITPNC1	-1.77833333333333
POU3F3	0.238
NCOA7	-0.1505
LIN7C	-0.2996
LOC348840	-1.386
NKX2-2	-3.08975
ANKRD13D	-0.192875
LOC123688	0.46975
FUT2	0.8815
TAAR8	0.531
FZD4	0.29175
PNMA3	-0.2045
OR4L1	0.2515
WIT1	0.28425
EXOC3L	1.7875
ATPBD4	0.427
KRBA1	-0.53375
UBXD6	-1.146
HOXB7	-0.561357142857143
C7orf23	-0.8115
UNQ338	0.63325
STAB2	1.17275
CDC20B	0.621333333333333
IRF9	1.797
CENTG1	0.800333333333333
TNPO2	-1.00675
MCPH1	-0.284375
BMS1P5	-0.64375
SLC26A7	0.1485
HIST1H3J	0.72375
C9orf3	0.7858
LBH	1.180875
MYO1D	0.34525
PTDSS2	0.134
NFU1	0.5625
DEPDC4	-1.57875
WNT7B	0.5837
GLP2R	-0.2955
SETD4	-0.3008
DYNLT3	-0.155
FKBP11	-0.750333333333333
SESTD1	0.5555
FLII	0.44275
RPS16	0.158
CHPF	-0.543166666666667
CSNK2A1	-0.4975
SUMO1P1	0.068
FKBP6	-1.291
ZNF214	1.006
TWIST1	1.2415
DDX56	-1.6155
TRAM1L1	2.278
EPO	0.2695
MRPS18B	0.0925
ZNF682	-0.1025
RPL14	0.264833333333333
MAFF	0.34225
LOC51136	-0.817875
LY96	0.37
DDX20	0.192
ABTB1	-0.0796666666666667
ARL5A	0.3743
CCT6A	-1.15175
HEPACAM	-0.793
EHHADH	0.162666666666667
RBAK	0.521666666666667
CGB1	1.56525
ITGB5	0.8732
YIPF3	-0.69975
FKBP2	-0.09075
NR1D1	-0.495
TMEM110	-0.626
NEK2	-3.65483333333333
PRAMEF8	-3.6045
C20orf52	-0.519833333333333
PCDHGA3	-0.0845
VWA3B	-0.22375
NDUFA5	-0.0815
THAP9	-0.21825
FLVCR2	-0.627
AP1S1	-2.4755
SMAD6	-1.645
SAV1	0.737125
SAT1	1.556625
ZNF251	1.6225
ADAMTS7	-0.1545
RPP38	-0.23925
C1orf211	-2.23
YPEL2	1.22245
RBMS1	0.355
ZNF445	-0.6602
NRXN2	1.115
PGBD4	0.42325
UGT2B28	-0.15175
WBSCR16	-0.3428
NLRC3	-0.025875
ASTL	-0.0105
ST6GALNAC1	-2.5325
ZADH2	-0.124
MLLT4	0.491833333333333
ARL6	0.214
MEF2C	1.03725
CBFA2T3	-1.1035
AFF3	1.97221428571429
COG7	0.205833333333333
MYB	-0.0816666666666667
PLXNA3	-0.884
XRCC2	-2.423
MMS19	-0.531375
ST8SIA5	-0.582375
CHPT1	-0.3825
KIAA1712	-0.534125
OR6X1	0.14
ACTR3	0.40875
UGCG	3.01733333333333
OR4P4	1.1125
ZAP70	-3.312
LPP	1.68575
ZNF485	-0.28825
PTPRCAP	-0.5585
IL12RB1	0.10875
ATRX	0.2098
CHST8	1.168125
C14orf109	-0.24225
ARV1	0.01825
NMB	-0.676857142857143
COX5A	-1.08083333333333
EIF6	-0.31575
MPPED2	1.27766666666667
SEMG1	-1.556
CHRDL1	1.344
TRAF3IP2	0.59
WNK2	-0.786125
LILRA4	1.4005
LAMA2	5.2045
PXT1	0.3825
RLBP1	-3.3755
CD300C	0.09325
SLTM	-0.49325
FLJ10404	-0.4351875
APOBEC3D	-3.35133333333333
RENBP	-0.0988333333333333
ATXN7L1	0.37225
NID1	0.892
TUBGCP3	-0.770375
ITIH5	1.19888888888889
CCDC110	2.02
C8A	-3.75425
MGC87042	-1.113
HOXC13	1.7575
TFDP2	-1.403
HCP5	0.96025
POLI	0.701
UCN	0.100666666666667
ZNF764	0.6975
C8orf45	1.08225
FHL3	-0.5745
SPATA5L1	-0.8745
MMRN2	3.57583333333333
NDST1	0.521
COL20A1	-0.666333333333333
ZNF248	-0.4145
PELP1	-0.350166666666667
MBL2	-2.79433333333333
RNF41	0.431375
C5orf24	1.26475
THOC5	-1.172625
SERINC3	-0.31675
RP11-151A6.2	0.6495
CDCP2	-0.25575
HIST1H2AA	0.113
C11orf75	0.362833333333333
FKBP7	0.83025
DDOST	-0.579
GPNMB	1.19616666666667
TTF2	-1.7125
KCNT1	0.2728
SLC39A14	-0.9955
NGRN	0.2495
GPR137B	1.6225
MECP2	0.29075
PSMA1	-0.6245
C16orf73	-5.746
TMEM60	-0.177333333333333
CSN3	-0.7245
NOS1	0.100666666666667
RAB7L1	-0.179
YBX2	-0.3725
KIAA1166	-0.376625
FUBP3	-0.430166666666667
ABCG1	1.631
ACACA	-0.465833333333333
ARL11	0.0112
ATOH1	0.049
ODF1	-0.0756666666666666
CREB3L3	-2.52433333333333
TMEM127	1.17721428571429
DSCAML1	0.16875
PLN	4.3715
LYPLA1	-0.4625
PRDM9	-1.474
SASP	0.4535
PLUNC	-0.176666666666667
INTU	0.706
HISPPD1	-0.55675
LNPEP	-0.141
YARS2	-0.6165
APCDD1L	-0.6775
ZCCHC4	-0.6581
FBXO22	-0.639333333333333
TTLL13	-0.2205
ZNF669	0.145666666666667
PTGDR	2.97575
DDX27	-0.38275
KIAA0409	-0.351333333333333
GJB6	0.57875
ASB8	0.7555
PLP2	-0.200833333333333
MEPE	-0.52
OR10J5	0.28
KRT222P	2.36375
COQ7	1.2355
C1orf101	1.54225
RERG	3.099
CHMP5	0.120625
THAP11	-0.286
ZNF43	0.303
ZRANB3	-0.4375
KRT13	5.334375
MRPL19	-0.43475
RBBP9	-0.5375
SPATA17	1.27385714285714
BXDC5	0.078
PAFAH1B1	-0.7165
MAGEE1	0.562
OSTF1	0.28225
KIAA0323	-0.141583333333333
TXNDC13	-0.147833333333333
CNTN4	2.826
LCE1B	0.1395
UNQ501	0.76475
ZNF154	-0.10575
C3orf64	0.755
SYT5	-0.5859
PON1	-0.1875
FLJ10357	0.127875
ATP4A	-0.9555
GNPDA1	-1.09416666666667
MGAT1	0.625
C14orf121	-0.034
SLC35B2	-0.333
MIER3	0.207
CHEK1	-4.004875
ZNF8	-0.171166666666667
TXNDC1	-0.7565
CKB	-2.6543
RTN3	0.133428571428571
FZD2	-0.381166666666667
PART1	0.199875
PSMB6	-0.31075
PCDHB8	-0.072
PHC3	-0.168
PPP1R8	0.0136666666666667
NOVA2	1.84516666666667
TNFRSF11B	0.283375
GOLPH3	0.763833333333333
UBLCP1	-0.32275
SUHW3	-0.59525
TTLL1	0.735
OPN4	0.4565
OR13G1	0.53
ZPBP2	0.1274
HSD17B11	-0.99875
C9orf50	0.748
DHDDS	0.00242857142857143
CTSW	1.1467
NEFM	0.165833333333333
MRPL28	-0.124
SYN1	-0.254
PIGV	0.128833333333333
ZIM2	-0.60775
APBB1	-0.0586666666666667
SND1	-0.54275
C1orf123	0.0275
CHD3	-1.431
BHLHB8	0.054
RNASE2	0.158
BCAP31	-0.02275
SLC25A44	-0.0388333333333333
CHD6	0.176
PIB5PA	1.28323076923077
SELS	0.0035
LOC541471	0.00287499999999999
FAT2	1.449
ZNF81	-0.6365
OR4C16	0.993
FLJ10081	0.000399999999999992
LRRC4	1.109
CS	-1.263
N4BP2	0.7875
IGFBP7	2.51575
ZNF318	0.0733333333333333
NDNL2	0.8985
ZNF609	0.8165
SIRT4	0.2975
EXOSC10	-0.03825
ECE2	-0.0566666666666667
OVGP1	1.06125
GTPBP3	-0.25175
PACS2	0.3558
C19orf36	-0.1855
ARL4C	-0.317
ATG4B	-0.45825
UBQLNL	0.72475
RHOXF2B	-3.614
PLEKHG2	-0.048
GALR1	-0.524
AQP4	0.444166666666667
HDAC7A	0.3285
DCUN1D3	0.85825
OR8A1	0.4675
CCRN4L	0.136625
CBR4	0.071
KIFC1	-3.03516666666667
SLC7A14	-1.4448
LHX5	-0.6995
TRPC7	0.1975
LPXN	-0.72925
SERPINA1	-0.493
RPS13	0.0472
BPIL3	-0.3485
PRKAA1	-1.7835
FADS2	-0.2068
ENAH	0.939375
PRO1768	-0.035
APBA2BP	-0.84675
LIPH	2.374
C3orf33	-0.47575
RCC2	-0.183642857142857
ALDH1A2	-2.958
RNF103	1.71475
AHCY	-0.70875
ALG12	-0.7805
CCL17	1.2745
ZNF543	1.02233333333333
ESRRG	1.5793
CNGA1	2.755
RDH5	-0.7495
OTX1	-0.472
PTGFR	-0.6965
CDR2	0.099125
SELE	3.60625
NLGN2	-0.690666666666667
EXOSC9	-0.72825
ZNF566	0.326666666666667
KLRC2	-3.3675
GPR12	0.6395
KIAA0196	0.8925
PDRG1	-0.1245
SSR3	-0.455285714285714
MSI1	-0.852
CST9	2.122
CC2D1A	-0.54825
PLAGL1	-0.137444444444444
ZNF778	-0.4345
RNF2	0.2135
KLF6	1.72333333333333
THBD	1.85783333333333
tcag7.1314	0.75575
NR5A1	-0.258333333333333
ABCD2	0.066
DNAJC7	-1.46675
CLEC4C	0.0145
TM2D3	0.474125
CCDC4	-0.5375
PLAC2	-1.29575
DCD	4.382
FAAH	0.9545
POLA1	-0.396166666666667
TM7SF2	0.18175
FLJ39822	-0.0045
FLOT2	-0.841125
MAP4K1	-1.1635
SRP68	-0.68275
C21orf74	0.9185
ARPC5	-0.01175
LOC126075	1.67175
HECW2	0.234
ZDHHC4	-0.7435
ANKRD42	1.8292
PDE9A	-0.519
ABCA8	1.86575
NDUFS2	-0.722
UBR5	0.389875
BTBD16	-2.651
LOC554174	-0.386
ZNF20	0.9555
KIAA1843	-0.293
WDR17	-0.577375
C15orf33	0.873
RNF113A	-0.493
CAMKK1	-0.9103
CLCN2	-0.41
ANXA6	-0.1035
LOC340069	0.7205
EMID1	0.192
DPM3	-0.886666666666667
ELA1	-0.122
SLC25A13	-0.8463
KRT24	-0.20625
SMPD1	-0.281666666666667
TH	-0.030375
COL6A2	1.427
ANKS1B	1.13875
GPR126	-1.845
ZC3H12A	0.307833333333333
TMEM47	0.729166666666667
C2orf51	-0.3195
C1orf88	3.89033333333333
HSF2BP	0.37525
AKAP10	0.521
RPAP3	-0.731
KLHDC8B	0.13325
STOM	1.3188
MUPCDH	-0.26075
C10orf72	-0.039
PLEKHA3	0.4395
TCP11L1	-0.363
CWF19L1	0.30975
SPEF1	1.69061538461538
YSK4	0.3855
ELN	2.904
SAMD8	0.177833333333333
MPI	-0.966
MEPCE	-0.2584
ABCC3	-1.721375
NANOGP1	-6.0675
KCNK17	1.859625
HLA-DMB	4.2685
RRAGA	0.948
ANGEL1	0.04225
RBM32B	-0.3375
CPN1	-3.46925
MGC52282	0.6997
HLA-A	0.784416666666667
OR9G4	0.0505
EDNRB	-0.097125
SCD	-0.166928571428571
C14orf80	-1.6735
BAGE2	0.7115
RABL4	0.462166666666667
RCVRN	0.383
SHANK1	0.6265
NLRP7	-2.75475
CD226	1.3135
STAT3	1.171
SYNJ2	-1.1278
TPCN2	-0.602166666666667
WDR36	-0.997916666666667
MBD4	0.03625
ROBO1	-0.035
ST3GAL6	-2.96575
SLAMF8	3.15633333333333
ATN1	0.391666666666667
GPR141	0.267
KRT36	0.2685
TPH1	0.101
DDX52	0.4125
ZSCAN29	0.146833333333333
TRPT1	0.00883333333333333
DPEP3	0.404
DENND4A	-0.33275
TSPAN16	-1.4405
PTCHD2	-0.1655
LOC145814	-1.0365
CAP1	0.279666666666667
EIF5A2	0.156
NT5DC3	-1.15175
SEPT9	-1.170875
SEZ6L2	-1.66625
EGFLAM	4.31275
VPS11	0.29425
NDUFB5	-0.57
CIDEA	3.38733333333333
IER5L	0.50725
N6AMT1	0.3835
FAM83C	-0.4
OXR1	1.16933333333333
IRX1	1.437
DGKB	-0.575833333333333
GCN5L2	-1.9015
MIR16	0.962125
FBXW9	-0.014
WDR4	-2.22533333333333
PDC	0.7455
VPS33B	-0.756
HEXB	-0.644
FLJ32214	-0.3305
TCEB3	-1.00575
CRLF1	-3.39275
ABI3BP	1.91225
C8orf22	-4.036
PYCR1	-1.28
KIAA1706	0.937
CDK5R2	0.414
WAS	-0.2515
C12orf60	0.18975
CCBL2	0.2825
MADD	-0.625
C5orf34	-1.9395
WDR42A	0.4233
KLF12	0.69225
HSPA1A	3.36875
ITM2C	-1.393
DAPK2	2.27283333333333
LOC442590	0.6265
SUMF2	-0.5515
CENPA	-3.81207692307692
TMED5	-1.10025
CDH6	-0.5314
BRP44	-0.372625
THG1L	-0.26375
GABRA2	-1.876
C14orf166	-0.1655
MYL1	-1.5834
TNFSF18	0.156
PAP2D	-0.533
PPIB	0.64675
KLHL4	0.05425
SFN	-0.109833333333333
CCDC127	0.3165
FRAP1	-0.40275
GOLGA5	0.8085
SDCCAG1	0.143
MGC21675	0.391333333333333
C10orf95	-0.97225
KIAA1345	0.321166666666667
C1orf163	-0.662
LACE1	0.0023333333333333
OR10K2	-0.1785
CENPN	-3.15956
TMED2	0.05775
UGT1A6	-2.4455
ANG	-0.62025
U2AF1	-0.815666666666667
CASC2	0.8075
NMT2	-0.8245
OSGEPL1	0.299625
DFNB31	-1.747
SLC6A20	0.1785
DKC1	-0.7675
FXYD4	-1.306
WDR64	0.3135
MGC5590	0.562
CREBZF	0.0246666666666667
DAZ1	0.2115
PRPSAP1	-0.8745
GCHFR	-1.64775
TTC7A	-0.462875
LOC196993	0.85475
UBD	-0.341333333333333
S100A1	0.462125
RPL6	0.704166666666667
DNAJB6	0.1865
NAGS	1.7511
C2orf58	-0.294
KERA	1.96966666666667
MT1X	0.0162
UBE2B	0.5896
KEAP1	0.023
MST1	-2.7185
OMA1	0.38
ABLIM2	1.285
BCL2L13	-0.706416666666667
JAZF1	-0.0196666666666666
TMEM63B	0.1815
S100A8	-0.1202
ARFIP2	0.62775
UROS	-0.006
KHDRBS2	-0.75
POLQ	-3.6785
SOAT1	-1.42575
SPAG4	-1.90175
MRPS30	0.164833333333333
LOC494141	-0.708
OR2T11	0.6575
ORAOV1	-0.7431
ZNF184	-0.446166666666667
TCEB3B	0.0736666666666667
ADAM21	0.4435
GDPD1	-0.68475
SPINLW1	0.346
PRR14	0.5365
KCTD9	-0.6815
NUDT3	-0.0445
KIAA1822	0.847
HIST1H4K	1.598
DFNA5	-2.036
GABPA	-0.41925
C14orf44	0.506
POLB	0.536125
PTAR1	-0.21675
SEC31A	1.0121
TRIM58	0.357
TAS2R14	-0.0885
VPS8	-0.36375
H1F0	1.09233333333333
PRKCB1	-3.179
UGT2A1	0.2185
TOR1B	0.06025
LSS	-2.03008333333333
C2orf19	0.4285
HNRNPC	-0.255214285714286
TMEM100	-0.2425
LOC116349	-0.3485
OR51M1	0.188
CCDC142	-0.66925
ISG15	0.880125
ZCCHC14	0.057875
CREBL2	1.09375
TGDS	-1.28375
DC2	-0.36075
CACNA2D3	-1.23128571428571
ZNF429	-0.087125
LYPD6	0.743833333333333
SUCLG1	-0.278333333333333
OR51I1	-1.788
MAGEH1	1.87325
PRPF40A	0.339
SMR3A	0.51
SPINK2	-0.26975
THAP2	0.239375
NPY5R	1.10975
IRF4	-2.899625
SPESP1	-0.581666666666667
OR10S1	0.812
DTD1	-0.151
TUBE1	-0.83275
DDX19A	-1.088
PDPN	0.5925
TMEM34	0.512916666666667
MGAM	0.0115
COL3A1	6.33488888888889
GFM2	-1.0288
OR5A2	0.1645
PSG9	-1.084
ARHGEF11	-0.418833333333333
IVNS1ABP	-1.314625
SIGIRR	1.3295
DUSP19	0.177875
DNAJC14	-0.4317
ACSS1	-1.33225
IL1RAPL2	0.9685
C4orf30	0.90575
SEPT4	2.2835
LANCL3	-2.071
SPAG17	0.658
PRDX3	-0.211125
HNF1A	-1.928125
P4HA2	-0.32375
RFWD3	-1.46283333333333
MOV10	-1.049
DNAJA5	0.415642857142857
LOC729440	-0.31725
LOC200383	0.817
SMC2	-2.711
MIXL1	-1.954
TMEM9	-0.798
FAM86A	1.038
ZNF174	0.4174
MYH14	-0.4405
CCR8	0.6085
VPS37C	0.681333333333333
GPATCH1	0.562
B3GNT8	2.8005
TBX4	-1.038
CNR2	0.0411666666666667
PCDH1	1.11175
C5orf29	3.9105
OCIAD2	1.23875
PLCG2	0.5615
KIAA0247	2.30875
HRH3	0.0358
CAPN13	4.4125
CCR1	-0.866
MGC15523	-0.227277777777778
UVRAG	-0.210833333333333
DNAJA2	-0.333833333333333
ITGA2B	-0.975666666666667
CLDN5	4.31975
PTPRN2	-1.9085
ZNF512	-0.5395
PSAP	-0.396214285714286
CCDC140	-1.354
LRRC55	-0.165
CYP26C1	-0.00549999999999998
C8orf47	0.5825
LYN	0.065625
DUSP6	-0.0548333333333333
TGFB3	4.08106666666667
ELK1	-0.9706
PCDH11Y	0.319
HGD	-1.13875
C17orf58	0.70525
MYO3A	-0.342
SERPINE2	-3.72616666666667
AARSD1	-0.68975
C14orf73	-2.1525
ADAM33	0.154
ZNF491	0.478
MAPK6	-1.56533333333333
TCN1	3.87883333333333
SLC24A6	1.0065
UBE2R2	0.7375
H1FNT	0.27825
TATDN2	-0.0878333333333333
LILRB1	1.056
P2RY5	1.432
NUCB2	-0.02275
C2orf37	0.2905
SNX27	0.8455
MTA3	0.46175
FOXO4	0.5875
ID4	1.6955
SOX5	-1.7735
PXMP3	0.8405
OR52M1	0.25
SFT2D3	-0.116
INA	-3.52783333333333
MCOLN1	-0.134
NFIX	0.5487
CLEC14A	5.83616666666667
HIBCH	-0.315166666666667
PLA2G5	2.80025
TIMM10	-0.461166666666667
MED17	0.2275
COL4A4	0.0675
TPP1	-0.0315
GJA3	-1.0645
TMPRSS5	-0.98225
AADACL3	0.3165
DNMBP	-0.73825
ENPP5	2.10016666666667
NQO1	-1.9682
ZSCAN2	-0.379625
SEC24C	-0.0895
GTF2A1L	-1.729
AXIN2	-0.6785
FAM33A	-1.81691666666667
C16orf13	-0.00275000000000002
SPNS2	1.196
TAF1	-0.04
AP1G2	-0.232333333333333
RBM42	0.489
HCN2	-0.430333333333333
EFHB	0.398833333333333
RUSC1	-0.831833333333333
GRIK5	0.4425
USP21	-1.01733333333333
ATAD3C	0.5845
ORMDL2	0.848875
PRSS7	-4.14675
PSAT1	-4.9
FLJ13195	-0.4305
TBC1D1	0.238333333333333
IFNG	0.757
OTOS	0.613666666666667
ZNF773	0.557
EMD	-1.22475
RETN	0.31175
CCL8	2.2155
APH1A	-1.834625
COX18	-0.00762500000000001
GTF2IRD2	-0.5815
CCDC82	-1.00833333333333
PAFAH2	0.3478
NPEPL1	-0.9269
RP11-114G1.1	0.6045
TP53INP1	1.871625
ZNF300	-0.098
FOXL2	-2.697
LARP2	0.554833333333333
LATS1	0.3895
HTR6	0.3375
SPOCK2	-0.0201666666666666
RNF144B	2.142
HTATIP2	-1.92025
MGC10334	-0.134416666666667
CENTA2	1.891
FGF2	0.3115
FXYD7	0.24525
PHYHIPL	-2.369125
GPR34	4.639
DDX6	0.239166666666667
OR10W1	0.5525
LHFPL1	-0.7045
ZNF313	-0.571071428571429
VPS28	1.0815
AP3M1	-0.7194
AKR1CL2	-0.2595
TRAF4	-1.111625
OR2B11	0.385
C19orf12	-0.0231666666666667
AKAP9	0.4415
C1orf62	-0.456
SLC20A1	-0.9185
FAM112A	0.31775
LDB2	1.701
MRPS23	-0.70925
KLK5	3.97525
SPTB	-0.5046
EFEMP2	1.009
EFNB2	1.22575
PCM1	0.095
NMNAT3	2.094
TSG101	0.5885
C8orf40	0.7565
NOB1	-1.49425
ABHD3	-2.19075
GTF3C4	0.08825
PIGN	0.859
GALNTL1	2.9095
AEBP1	1.91875
OR9Q1	0.559
ANKRD2	0.582125
CCL28	0.776
TRIM38	0.416
TMCC1	0.202
SMG5	-0.37875
LRRC7	-0.328
NCAPD2	-1.7685
C6orf153	-0.59775
C1orf74	-0.23525
OTUD6A	0.349
DCP2	-0.320666666666667
TMEM24	0.13
RPL18	0.181333333333333
TMEM177	0.05825
LRRC37A3	1.4735
C1D	-0.609
LDHC	1.4535
UBE4B	0.0916666666666667
NIT1	0.113625
BTN3A3	0.1215
RASD1	1.59025
COMMD3	0.757
SHFM1	-0.07275
BIRC8	0.382333333333333
DUT	-0.72625
C12orf51	1.6065
LRRC59	-1.29883333333333
LY6H	1.1865
WDR22	0.943166666666667
EDEM1	-0.6315
ADH1A	3.9445
PANX2	-0.5792
CYP11B1	0.542
CDC73	-0.78525
GPR172A	0.26925
GSTM3	3.22869230769231
KCNA5	0.998875
SERAC1	0.537666666666667
NFATC2	-0.021
ANAPC5	-0.8638
C15orf24	0.0395
NFATC2IP	-0.774166666666667
TNRC6C	0.4675
MGC102966	0.855375
FGD5	0.6885
MED9	0.20025
RAB13	0.762666666666667
C15orf49	0.176
CRYGS	-0.4337
C12orf53	-0.7444
LOC283693	-0.4105
COX6B2	1.942125
PHF14	0.13625
FAM3A	-0.9355
RPL13	0.0146
PRDX2	-0.4784
FLJ34047	-1.83475
PRMT3	-1.01675
KCTD19	-2.049
TRIM10	-1.2432
MGC26597	-0.632333333333333
GCNT4	-0.0365
GPRASP1	1.6985
CDKN1C	-0.282333333333333
RHBDL2	1.3535
HSPH1	-0.2485
AQP1	3.8815
COL17A1	2.1278
GFAP	0.543625
CDC16	-0.35875
KIAA1614	0.1405
C6orf118	0.0951666666666667
ZSWIM5	-0.273
FAM83F	2.44775
LYNX1	1.5056875
SYNPR	-0.768
XG	4.016
PRSS16	-0.123625
KIF13B	0.785357142857143
PCDH9	-1.030625
HIST1H2AH	0.580833333333333
RBM18	-0.9705
ZNF626	0.78975
HEXIM2	0.478666666666667
ITFG1	-0.8655
TUBG2	-1.317
SFRS7	-0.712083333333333
C9orf14	0.444
EXTL1	0.68725
GBP3	1.2305
WDR5	-1.41375
RARG	-0.2075
MYO7A	-1.19075
CECR6	-0.32675
C13orf3	-3.178625
SFRS18	0.28425
ACVR1B	0.026
PSMD1	-0.2837
C7orf31	-0.1938
ILVBL	0.02875
IFNGR1	1.61425
RNF186	2.67975
NOL9	-0.6415
MAGEL2	2.354
SLC29A2	-1.0655
NHSL1	-0.66775
RBMX	-0.785
PSORS1C2	0.176125
RAD51L3	-0.691416666666667
LCN6	2.70775
ORAI2	-1.210375
BRUNOL6	0.6153
OR4K5	0.057
CDC123	-0.733375
MSLN	-2.43016666666667
WWTR1	-0.5285
ZNF700	-0.909666666666667
COBL	-0.48325
PPP1R16B	0.306142857142857
GAS7	0.6279
MDN1	-1.4325
HAAO	0.034
C9orf68	1.69125
TNFAIP2	0.5845
FOXN1	0.2985
hCG_2033311	-1.0285
ATP6V0D2	-0.335
RPL41	0.7825
SLC38A1	1.140125
ARHGAP6	-0.869909090909091
ADAD2	-0.32825
PHF20L1	0.680875
MCM3AP	0.182333333333333
ST3GAL3	-0.576166666666667
SNX1	0.385666666666667
ELF5	1.7965
PARP3	0.398875
RBM8A	-0.3039375
LINGO4	0.499
ITGA9	0.523
ZFR	-0.233
ACSL6	0.15025
FLJ20699	-0.7231
DAOA	0.453
FABP4	6.186
KCNB1	0.83425
CANX	-0.0722
SLC25A28	0.166333333333333
ADIPOR2	0.10525
ECHDC2	1.784625
SMA4	0.4175
FRZB	4.38875
PABPC1	0.540166666666667
DMRTB1	-0.076
APOBEC3G	-0.49275
CATSPER2	-0.662333333333333
CUEDC1	1.72416666666667
STARD9	-0.44625
CLDN8	6.4585
LOC23117	-0.449727272727273
E2F6	-1.08688888888889
TMEM126B	-0.6475
DPY19L4	0.03625
GIMAP5	3.29683333333333
NDUFA9	-0.6465
FAM77C	2.906
CTPS2	-0.41575
LOC51035	0.16825
WDSOF1	-0.24775
EGLN3	0.475625
PITX3	0.0593333333333333
OR52E8	0.4665
GRM4	-0.0615
KLK1	-1.84116666666667
GPM6B	0.83875
RRAGD	-0.7965
PAGE5	-3.37175
UCHL5	-1.68033333333333
ULK3	-0.634833333333333
AIM2	0.305166666666667
PNO1	-0.790666666666667
OR2F2	0.577
GNAT2	-0.648
SIX1	0.92225
ST13	-0.203666666666667
ZBTB44	0.1265
TIMP2	0.057
ZMAT4	0.54625
GTF2IRD1	-0.609166666666667
ZNF19	0.5475
ZNF714	-0.15175
RSC1A1	0.696
C9orf80	0.20275
PSMA8	0.44225
TMEM141	0.96325
COX4I1	-0.580214285714286
CTAGE1	-0.429166666666667
DTWD1	-0.51525
HSD11B1	1.9785
KRT6B	4.902125
ARID4B	0.544375
LHFPL3	-0.58525
WWP2	-0.462333333333333
ZNF326	0.217833333333333
RGPD1	-1.1045
CTSH	0.435333333333333
FASTKD1	-1.047
PAF1	0.5682
TTC9C	-0.21425
IFT57	1.0073
PRSS36	0.884
IL20RB	-2.2185
ZNF592	-0.234666666666667
DCTD	-0.4701
CFP	1.01275
MFNG	-0.315
JMJD2B	1.59375
ALDH3B1	-1.486875
THSD4	2.12783333333333
KCNJ5	1.91533333333333
LMNA	0.0743333333333333
TBCD	-0.449625
ZNF250	0.342833333333333
CASQ2	2.89466666666667
PEG10	-0.54875
PRAME	-5.3706
NP	-0.8185
TRIM59	0.454833333333333
ZNF12	0.609625
XTP3TPA	-0.71475
SIGLEC7	-1.0675
PANK4	-0.84625
FAM70A	-1.12166666666667
SNED1	1.333
HIP1	0.4679
RAET1E	-0.581666666666667
AMAC1L2	-0.365
AHNAK2	1.22633333333333
TOE1	-1.091
RECQL4	-1.045
SPRYD3	0.94075
DPAGT1	-0.71225
MAGED2	2.2719
ANKRD55	-0.5825
TRPS1	5.04008333333333
DOK7	0.68
TFPI2	-6.05675
GTF2H3	-0.36
CYP4F11	-2.4155
LHX2	-4.68466666666667
ATG16L1	0.0836666666666667
ASB12	0.095
C1orf116	3.611125
NF2	-0.82935
POM121	-0.7442
PHYHD1	3.115
TXNDC17	0.487333333333333
DKFZp779O175	-0.52
NUP62	-0.612857142857143
MYO18B	-1.66866666666667
PRAMEF1	0.1145
TCBA1	0.782375
TMEM168	0.996
FJX1	1.264
CLCF1	-1.5755
SEPN1	-0.160875
IGSF2	0.14775
NUDCD1	-0.188333333333333
TFF3	2.67166666666667
NDFIP1	0.547571428571429
CHCHD4	-0.67125
TNR	0.0735
CUTA	-0.236166666666667
USP44	-2.647
DPP10	-0.4544
