Hybridization REF	TCGA-A8-A08C-01A-11R-A00Z-07
TRPM4	1.191
LTB4R	0.0255
ISYNA1	0.17825
LSM7	-0.47625
LRRC47	0.032625
ZNF179	-3.27216666666667
EXDL1	-0.183666666666667
SLC4A10	-1.384375
ACSS2	-1.098
COPS7B	-0.6005
KIAA0040	3.21816666666667
C1orf95	-0.365
AP1GBP1	0.053
OR9A2	0.8175
FAM71C	0.340833333333333
RIN1	-1.5795
ITGA4	-2.7355
DNAJC6	-1.51133333333333
CLOCK	0.682833333333333
SLC35A4	0.714666666666667
DSG4	0.108
LOC26010	-0.7105
NSUN2	-1.05225
TMEM86B	-1.7419
C14orf135	-0.25125
KIFC3	-1.8155
PHF5A	-0.8215
NCAPH	-2.631625
STK11IP	0.188
FLJ42953	1.202125
CCDC19	3.71866666666667
ZNF329	0.19425
TAX1BP1	0.5645
ZDHHC18	-0.173
C10orf88	0.39225
TMBIM4	1.3949
NMUR1	-0.233
KIR2DS4	0.47775
C9orf90	0.056625
MGC87631	0.4165
KDR	2.6753
ST3GAL2	-1.339125
RLN2	1.02816666666667
HPD	-3.40175
MOXD1	-3.20633333333333
PDGFRL	1.19283333333333
SMYD4	-0.501928571428571
FAM103A1	-0.185666666666667
MFAP4	-2.14166666666667
LOC285141	3.06825
TMEM45B	-1.30675
SMCR7L	-0.478428571428571
GZMH	2.948
CBLN1	-2.67933333333333
CNNM1	-1.787
PHF17	-1.46016666666667
NUP98	-0.00991666666666667
RMI1	-0.083
PTPRS	0.1085
ANKRD57	-0.236375
CLDN15	-0.808166666666667
OR51A2	0.572
GUCA2B	0.3315
DOCK9	0.141
ITGB1BP1	-1.22
DLG2	-0.84775
BRAP	-0.27925
SESN3	3.27475
ZC3H7B	0.84725
FAM101A	1.36566666666667
FKSG24	-0.51975
ZYG11B	0.092875
RFC2	-1.0255
SH2D3A	1.509
DVL3	0.113333333333333
ADFP	-1.706
KRIT1	-0.179875
SERTAD3	0.769
LEFTY2	-3.438
KRT27	-0.294
SCFD2	0.139
MN1	0.3105
RORA	0.281
PTPRD	-0.976
PIAS2	-0.185166666666667
CYP4X1	7.85816666666667
FBXL15	-0.0125
MYH15	-0.101833333333333
CRX	0.2025
TBC1D13	0.75875
SLC22A17	0.360333333333333
PLK2	2.2385
ARHGAP9	0.545
EIF1B	-0.626
C20orf185	0.03075
DEFA7P	-0.0165
PRIM1	-2.87066666666667
CRYAA	-1.45275
BACE1	-0.92375
AGTRL1	1.10383333333333
ACAD9	0.55925
GRASP	-0.47625
RBP4	-3.17683333333333
TFB2M	1.192
METTL9	-0.2182
ATP5O	-0.5385
SP100	-0.1019
CPSF1	-0.298666666666667
S100A4	-1.445
LIME1	-1.38325
GPR137C	-0.8585
OR2A2	0.884
C2orf29	-0.74025
NUP188	-0.58225
SDPR	-2.52675
RAI1	0.237375
RPS20	0.4213
LAMB1	-1.64975
ADM2	1.7715
ZNF229	-0.54175
DKFZp434K1815	-1.065875
EPN3	1.5895
CLIC3	-1.65025
MEIG1	-0.08825
HMGB4	-0.03725
STARD10	0.68425
KLF8	2.709
EPB41L2	-1.48566666666667
JMJD6	-0.8195
CTSL1	-1.3965
GPR27	1.632
ELAVL4	-0.00824999999999998
MMP21	-0.4815
PPM1B	0.2075
SUV39H1	-1.52925
AAMP	0.50325
TUSC4	1.24266666666667
MBD6	0.01925
KLK13	-0.317125
FMNL3	0.4445
TRIM13	0.362583333333333
C15orf5	-1.717
IQCF1	0.00425000000000002
CACNG8	0.556
SLC35D3	0.492333333333333
ZDHHC9	1.0405
ODF3L1	0.275
C9orf86	-0.2784
TSEN2	0.249
C17orf64	-0.30925
SEPX1	0.9277
TSPO	0.858
SYMPK	-0.2025
ADORA1	-0.3005
TSPAN10	1.262625
SEMA6C	0.347166666666667
RTTN	-0.472
IL2	-0.279833333333333
ARRDC3	-1.71116666666667
TBPL1	-0.4125
STX12	0.58725
MRPL39	-1.13075
OR8H3	0.175
IFIT5	1.1
CASC5	-3.3075
FAM46A	-2.5715
HPCAL1	-0.901875
CYLC1	0.7005
VGLL2	-0.0525
C20orf191	-0.3195
CDH1	-0.09
ITPA	-0.20925
CCDC101	-0.137
D15Wsu75e	0.257
EDA	-1.6855
CREG1	0.372
OR7G2	0.381
SAP18	0.66125
IFIT1	1.73425
CALML3	-1.62883333333333
FLJ37440	1.575
FNDC5	-0.18175
SERPINB6	0.932285714285714
JUNB	-0.0736
SYS1	1.871
SCN2A	-0.0863333333333333
ZKSCAN5	-0.1025
WNT7A	0.258166666666667
TSHZ3	1.46225
RNF148	0.564
H6PD	0.75725
CAD	-0.710833333333333
ZNF449	0.22225
DOCK10	0.6895
FAIM2	0.152333333333333
HEXDC	0.067
PRB1	0.08375
C14orf148	-0.6595
ETHE1	0.7175
IRF5	0.1162
GNMT	3.41466666666667
MGC16291	-2.03675
RPAIN	-0.928285714285714
CAGE1	0.528
CNTNAP3	-2.77725
ACTR1B	-0.20575
EEF1E1	-1.05
MSX1	-0.624875
ESF1	-0.594
HSPC171	-0.64425
MRPL2	-0.394666666666667
RDH12	-0.8435
CELP	-0.145
METRNL	-1.40075
C10orf116	3.26933333333333
C19orf48	-1.54425
ZNF346	-0.545
NCR1	-1.2705
C10orf64	0.5865
CD52	0.4645
VPS18	0.44175
AP4S1	-0.317333333333333
NPBWR1	1.5715
TPK1	0.7215
UBA52	-0.279555555555556
RIPK1	1.04383333333333
CPNE3	0.8908
HSPC159	-0.64575
C8orf38	0.0455
LRRC4B	-0.801
PARP10	1.2584
ANKRD50	0.05625
CXCL9	4.93075
FGF18	0.0854545454545454
EIF2A	0.44025
SLC20A2	0.5815
KIAA1549	-0.0745
SPINT1	1.7599
ZNF584	0.035
CRBN	0.826833333333333
ABCF3	0.5005
NCBP1	-0.490666666666667
PLA2G4F	0.117666666666667
PCDH10	-1.305375
TTC21A	2.164
C20orf144	0.878
FGFR1OP2	-0.801
SLC9A1	0.387
CHRND	0.1505
FOXF1	-3.431
KIAA1467	0.225
TPO	0.861333333333333
LTF	5.09542857142857
DNAJB9	0.29375
MRPS27	-0.4525
bA16L21.2.1	0.53125
WBP2	0.8255
MRGPRX3	-2.15733333333333
PRPF18	0.46275
C10orf58	0.80075
SMOC1	-2.9777
ADAT3	1.1305
TMEM138	-0.12675
TMEM131	-0.3185
TIMM8B	-0.5725
MYH7	-0.978166666666667
ST6GAL2	0.881
KIF1C	-0.02475
SUHW2	-1.999
PAPSS1	-0.50175
CABP2	0.428
HOXA4	-2.42075
ELF2	0.45775
SEMA3D	-0.0322
MC5R	0.9075
OGFR	0.4575
FLJ30092	-0.154333333333333
TGFA	-3.1769
MMP17	0.839
KIF15	-2.949
CHIA	0.32375
CATSPER3	0.11625
CEACAM7	0.164416666666667
PADI2	1.27425
HOXA9	-0.637333333333333
LNX2	1.034
TMEM144	3.71675
HIF1AN	0.55
METTL7A	-1.7879
C6orf165	5.21633333333333
KIAA1468	0.7195
DSG3	-2.083
ZNF180	-0.091
EIF4E3	2.24025
SLC46A1	1.658375
DKK1	-6.79666666666667
ZNF205	1.50316666666667
LOC162073	1.93522222222222
COX7A1	5.213
MAGEA1	-5.123
NEDD8	-0.419416666666667
KLHDC5	-0.293555555555556
C3orf19	0.5905
MRPS2	-0.17425
POLR3H	0.8605
ABHD11	0.7951
TMEM17	1.9705
PAIP2B	-0.0813
MAT1A	-4.85925
LGI3	0.25275
THUMPD2	-0.671
TKTL2	0.59875
XAGE3	-2.02366666666667
CALM3	0.47
C6orf136	-0.394833333333333
KCNC4	-0.142833333333333
RGS9	-0.853166666666667
ACIN1	-0.547666666666667
SPATS1	-1.1335
XKR8	-0.0965
FAM84A	0.9375
MS4A7	4.79936363636364
AGXT2L2	-0.154
OR1F1	-0.1505
SMAP1L	-0.493333333333333
IPO11	-0.244375
ZC3H11A	0.7405625
C1orf151	1.129
RNASEH2A	-2.07775
CCR10	-0.989
TXNDC11	0.973
TMEM112	1.3555
MAP1B	-1.20007142857143
NVL	0.39975
PKM2	-1.7642
ARC	1.26225
NUP54	-0.6035
PPFIBP2	0.696666666666667
STAT2	0.783625
PTAFR	1.40716666666667
ROBO2	-0.670875
RNF40	0.9995
CCDC135	2.66683333333333
IFT81	-0.1249
MORF4	-0.5695
TM7SF3	-0.100375
OR10H3	0.527
ABP1	-0.017625
CHRD	1.334375
PLEKHA8	-0.00599999999999998
NCALD	0.0231666666666667
OR5AK2	0.457333333333333
ACCN1	0.156166666666667
SLITRK1	-0.71775
ARMET	-0.82325
C9orf52	0.3865
REEP4	-0.57025
MTSS1	1.88225
ADH1B	3.11316666666667
DLD	-0.39425
CDK5	-0.14525
PPFIA1	-0.5435625
WFDC3	-0.282
DNAJB12	1.02028571428571
RANGRF	-0.2425
MLANA	-4.528
AMY2B	0.0922499999999999
KIAA0319	-1.288875
RPS7	-0.881
JAK3	0.4017
ARFGEF1	0.9195
CXCL5	0.886181818181818
TRAPPC4	-0.17075
CETN2	1.1525
HSPC111	-0.69175
RHOBTB3	-3.222
PHLPP	0.744
RGS10	-0.5755
TMEM58	0.84375
CHERP	-0.32325
HSP90AB3P	-0.602333333333333
FSTL3	0.920833333333333
PEX11A	0.88925
OR5V1	0.4915
FCN3	2.73825
PTPN3	0.041875
NPTX1	-5.187625
C21orf84	-1.557
C11orf51	-0.1835
ZBED2	0.387
FLJ90757	2.3685
NPY2R	0.255
PLD3	0.1705
SYT17	3.19666666666667
SGSM2	-0.15875
OR1A2	-0.4845
FOXP1	0.318625
SLC5A1	2.65225
POFUT1	-0.4581
EPHB6	-2.68983333333333
MYO1G	-2.070125
STAC	-2.1672
KLHL17	-0.0621666666666667
RGMA	-0.2847
TJP2	-0.9082
FAM114A1	0.118166666666667
SERINC1	1.54216666666667
SLC9A8	0.6115
PEX19	1.299875
EDN2	3.39025
PSMD7	-1.49977777777778
C3orf41	-3.16375
UQCR	-0.193875
PPP1R3C	-1.4135
LRP4	-2.93683333333333
TM2D1	0.74475
TTC17	0.4760625
C4BPB	-4.615625
CCL25	0.292
ZNF253	-0.0905
CHRNA9	-3.6195
SOX11	-1.46675
HIVEP3	0.3515
CGN	2.11416666666667
C3orf35	0.389875
PKD2L1	2.174
SYVN1	0.197375
PDE8B	-2.583
LOC439951	1.28175
LTC4S	2.50666666666667
MIF4GD	0.602333333333333
SMARCA2	1.9273125
TUBGCP6	0.0695
CABLES1	0.86525
C16orf77	0.7605
ZNF791	0.43575
FUT5	2.719
ADH6	-2.89066666666667
P4HB	-0.274
CLDND2	-1.0355
ALKBH8	0.447
PLAC4	-2.1095
F11R	1.28492857142857
MGC35295	0.107166666666667
PDZD4	-0.209666666666667
LOC389073	-0.9655
FAM80B	-0.558333333333333
PSMB1	-0.18225
TXN	-0.269666666666667
VIPR1	0.7427
WBSCR18	0.2283
EXOSC6	-0.422666666666667
ACTA2	3.47
SP5	1.19925
ANKRD1	-4.629
DDR1	2.1557
ATP6V1D	-0.00125
PTGS1	-1.24108333333333
RNF157	-1.8395
DCC	-0.35675
SPAG7	-0.1915
FBXO18	-0.145
UBE3C	-0.1735
HOXC6	0.37925
LRP2BP	0.844
MYST2	-0.15425
PDSS2	0.546
ATE1	-0.13325
ARAF	0.35175
KLF10	-0.7325
PLA2G2E	0.499
ASCL1	-1.22816666666667
TSNAXIP1	2.65225
FAM131B	-0.244
IFNA10	0.1305
NUP43	-0.29575
FAM44B	-0.38425
L1TD1	-5.66533333333333
NMD3	-1.14641666666667
C18orf54	-1.933
PHOSPHO1	-0.427
RAG2	-2.6235
EMILIN3	-0.3335
METTL3	0.07
VPS13C	0.988875
REXO2	-0.9445
ANXA4	0.129
CA1	-1.4365
DCP1B	0.6635
TULP3	-0.852166666666667
ATP2A2	-0.292714285714286
ATIC	-0.26225
ADAM15	1.34208333333333
NPL	0.231166666666667
LGR4	-1.66525
UEVLD	0.741833333333333
GAB1	-0.11675
SNAI2	-0.697166666666667
ZGPAT	0.2113
SNF1LK	-0.346
DLEU1	-1.43675
UBE2Q1	0.919875
ZMYM6	0.0035625
JPH3	-1.81416666666667
FAM38A	-0.6145
PXK	0.77
DENND2D	2.9535
BAX	-0.415083333333333
CP	-3.86363636363636
RPL37	-0.1361
G6PC3	0.995625
NCOA4	-0.275666666666667
LRRC14	-0.05125
GORASP1	1.1885
FCHO2	0.849625
CYP24A1	-3.8814
FXYD3	2.517125
SMARCAL1	0.717
ABCB8	0.685833333333333
CCDC44	-0.323
PRDM7	-3.46125
USH1C	-1.187
DNAH5	2.96283333333333
SRF	0.09975
MAL2	2.8215
PGPEP1	0.647916666666667
SIN3B	-0.761
SEMA3C	3.34883333333333
GRAMD3	0.34625
FBXO10	0.1955
OR5D13	0.2175
FLJ31818	-0.51225
CACNA1I	0.881
S100A13	0.958
TP63	0.936785714285714
ANXA11	0.2829
WDR66	2.538875
CSF2RB	0.472
IFI44	-0.23725
DACT1	1.245
ANKRD23	-2.07975
ATP5G1	-0.579666666666667
C21orf70	-0.729166666666667
PPWD1	-1.294
DNAJC13	0.117
PAH	-4.205
PTCH2	0.69225
TRMU	-1.3135
CCDC9	0.162
USP3	-0.4015
DCLRE1C	-0.0762
FAM55C	3.04975
FRMD4B	0.81475
CYP2R1	0.23225
RFPL1	-0.4119
XPO5	-0.78975
ARL6IP2	-0.608
OSBPL5	1.84925
MMP9	2.40290909090909
KIAA0802	-0.50775
DHRS2	-1.64116666666667
SGEF	1.32925
TXNDC10	-0.3961
EXOC6	0.4025
RPS27	1.66133333333333
PNCK	0.759666666666667
FSTL1	-1.1935
AACS	0.17375
SLMAP	1.18933333333333
SAMD4A	-0.724
ABRA	0.082
SMARCD3	1.37925
PKNOX2	-3.1395
A4GNT	0.6315
C9orf39	-1.56233333333333
RALYL	0.325333333333333
MGC33556	-1.9635
C10orf25	-1.131
BBOX1	0.77025
NHEDC1	-0.18825
XDH	1.75125
GCSH	-2.658
EDN1	-1.048
MTERF	-0.2785
CLK4	0.326125
ZNF799	1.573
KCNG1	-2.127875
CXCR4	-1.68633333333333
PTPRR	-3.9515
IRAK1	-0.043375
LOC401397	0.1785
TMSB10	-0.545571428571428
CXCL3	-2.967
TMC4	3.126
OR7A10	0.4135
STYK1	1.5145
CHRNA10	-0.55375
CCNI	0.535
EP300	0.803071428571428
LOC165186	-0.5345
HIC2	-2.46225
SDR-O	0.4345
OR2W1	0.375
KCNA6	-0.0735
TRIM74	-1.4555
REEP6	2.4325
ATP5G2	0.2175
ERG	0.471875
TMEM42	0.49725
PARN	0.643666666666667
SOD2	0.0965
DIRAS1	0.6925
PNPT1	-0.798
JOSD3	-1.19375
hCG_40738	-1.002
PDE1C	-2.21
SEMA4D	-0.31125
AGPAT1	0.132
NOSTRIN	0.973625
MAP3K3	-1.00666666666667
MAX	0.666642857142857
CAPS	0.539666666666667
SERPINA12	0.1305
OSBPL8	-0.213375
RICS	2.4802
NR4A2	-0.414333333333333
PPCS	1.11233333333333
LONP1	-0.6105
SCYL3	2.1015
HERC2P2	-2.174
FIBCD1	0.951
C15orf41	-1.111
DMC1	-1.504
C20orf27	-1.49325
RPS6KA5	0.4234
FAHD1	0.382
SLC12A4	-1.0095
BRCA1	-2.11008333333333
GBL	0.6645
SLK	0.327166666666667
NUDT9P1	-1.2985
NOXO1	3.0475
USP52	-1.15275
BAZ1B	0.555625
SLCO2B1	2.17325
BBS12	1.861
LRGUK	1.81566666666667
TERF2IP	-0.32175
COL1A1	4.4135
KIAA0090	0.189
GRK5	-0.931333333333333
AP1S2	-2.3067
TMEM52	-0.2535
CA11	0.766875
OR4A15	0.084
ACBD3	2.0275
SPAG11B	0.16425
PRDM2	0.6183
FOXP3	0.3145
SMYD3	0.069
LOC389199	1.2605
LGI2	-0.043
NAPE-PLD	0.5062
ANKRD6	1.239
WDR45	0.584
SHROOM1	-1.952
PSCD3	-0.5595
PYY	0.5505
KCNC1	-3.232
ARHGEF9	0.5097
OR8J1	0.241
GPR55	-0.206166666666667
NS3BP	-1.1085
C10orf22	0.406333333333333
NAT8L	0.55075
DUSP4	2.51066666666667
FOXM1	-2.6665
GRAMD2	0.7706
ZBTB48	0.271
BUD31	-0.5965
PABPC5	0.4825
CCDC41	-0.89725
FBXO11	-0.531833333333333
C6orf148	-0.18475
RFXAP	-1.86575
C6orf15	-0.231666666666667
CDK8	-0.792166666666667
C6orf70	0.721625
TESSP2	0.48
ALG2	0.642
PPP1R3D	0.20475
TPM3	0.577944444444444
SYT13	-1.705
EPB42	-0.828
CETN3	-0.5965
PRY	0.1055
NTHL1	0.573666666666667
POLR2B	-0.1905
RPS28	0.677916666666667
P2RX3	0.256
LYZL4	0.139333333333333
WBP4	-0.2328
PMM1	0.08525
C11orf79	0.14975
CBLL1	-0.3145
IL1F10	0.154166666666667
VAX2	-0.944
SETDB1	0.927333333333333
LRAP	-3.187
GCLM	-0.709166666666667
CPEB3	1.58025
PPM1A	0.2744375
INTS1	0.0485
CAMTA1	1.63791666666667
SAMSN1	-2.59575
LOC158830	-3.03783333333333
GMPPA	-0.28675
AIPL1	0.4925
IL24	-0.199
BDKRB1	-3.14716666666667
MLF1	1.6954
TAF12	0.192
ID1	-2.518125
THADA	0.110125
PIK3CB	-0.12775
OR4N5	-0.1855
TBC1D17	-0.133333333333333
COX8A	-0.40625
CDCA4	-1.24025
C2orf44	-0.682
ZNF534	-0.92425
IMMP1L	-0.008
NIPSNAP3B	0.374375
FTMT	0.231125
PWP2	-0.500833333333333
MMP15	-1.0626
DNAH11	-2.034
MTMR14	0.172125
DNAL4	2.37175
IPP	0.4615
TMEM59	1.219
C1orf157	1.2615
RGS4	-0.0945
DDX18	-0.1435
SNX6	-0.00774999999999999
ZNHIT2	1.38333333333333
NCDN	0.067
FLJ33534	0.11375
RAG1	-1.72
OR4D10	0.59
PTPN5	-0.0883333333333333
POMT1	0.694125
LRRC8A	-0.2059
CYP1A1	-1.73475
CAPN1	0.313833333333333
DDHD2	0.0555
GRIK2	-1.00925
GNRHR	0.1935
PPBP	0.6945
HTR3A	-0.885875
SLITRK4	0.62425
ANKRD49	-0.17025
BTF3	-0.0132
SARS	-0.37575
C13orf18	-0.922666666666667
CACNB1	-0.432357142857143
QKI	-0.456909090909091
SETMAR	1.12825
MAN2B1	0.0975
EML3	-0.47325
ACADL	5.71183333333333
OFD1	-0.064
DEFB114	0.262
CGA	-3.70311111111111
PEX16	0.267833333333333
LRRC10	0.1025
GNG12	1.026
C1orf152	-0.2585
CHRM1	0.5115
CD53	-0.328
DBH	-0.814
TFAP2B	-3.684875
HIST1H2BJ	0.0723333333333333
FAM46D	-0.0545
TMEM11	-0.221
C3orf32	-3.285
PCCB	1.18275
IPO13	0.14375
C6orf105	-5.4335
COMMD5	0.77075
SUV420H1	-0.5639
LTBR	0.546
ARHGAP15	-1.86875
HDHD2	0.86375
TDRKH	0.626833333333333
LOC401052	1.7165
PSG4	-1.70725
GNB4	0.1567
SPATA4	4.66725
SLC9A3	-1.464
OSBP	0.591833333333333
NBPF3	0.135166666666667
DOCK11	-1.884
SLC39A5	-1.729
PRR5	1.012
C10orf63	2.74525
SMTNL2	-2.02
ADRA1A	-0.21
ASAH1	2.7125
DOM3Z	0.5823
GIPR	1.07933333333333
AHI1	0.749416666666667
NADSYN1	-0.366166666666667
RGS14	1.2311
IL18BP	0.6472
RTN4RL1	1.70366666666667
ARMC6	-0.34075
PSMD5	0.0956666666666667
HK3	1.0448
OR4S1	-0.042
RSU1	-0.0973
MAD2L1	-2.95633333333333
EIF4A3	-0.7355
DLEC1	2.179
E4F1	0.671
CHMP2B	1.1694
CAMSAP1	0.097
RPS21	-0.795166666666667
ARID5A	0.8525
UBE2N	-0.7195
IGSF8	1.63666666666667
MAGEB6	-1.843
ACAD11	-0.6284
MGC4172	-0.461
LMO4	0.58175
KLKB1	-0.3635
HP	-1.474
HDAC3	-0.18125
SCHIP1	-0.74325
CLCA1	-0.2685
OLFML2A	0.894
C1orf112	-1.01925
KIF19	0.0495
HAPLN4	-0.4003
CXCR7	-1.48816666666667
GOT2	-0.7256
RAB38	-1.549875
DCX	-1.3585
PPM1H	0.27975
NFYC	0.670833333333333
KIN	-0.387625
ZNF228	1.50075
PLSCR4	2.52383333333333
HIG2	0.03725
FAM79B	7.9705
C21orf86	-0.2241
KCNK10	-0.4455
ZNF738	-1.04975
FSTL5	-1.52166666666667
OR6A2	0.375
OTOA	0.9635
EXOC1	0.463375
AHRR	-2.7835
PDAP1	-0.54875
C19orf6	-0.321625
ZAN	0.63825
LY6G6E	0.251
EIF4E2	-0.9765
C20orf198	-0.1535
ZNF324	0.52375
CYP3A5	-1.7595
ENTPD7	1.0645
MBOAT5	0.1005
GJB5	-2.66875
TTC13	0.61575
S100Z	-1.87183333333333
KIAA0664	0.167333333333333
PDGFRB	1.79658333333333
IL17D	-1.6045
OR56B4	1.0085
RDX	-1.40033333333333
SLC34A3	1.227
IL28B	-0.734
JUND	0.69075
CHRNB1	0.20675
CAMK2B	1.0065
FETUB	-1.39475
CXorf23	0.725625
MRTO4	-0.98725
TTC3	-0.1344
NDUFB8	-0.654
EDG2	-0.25325
SEMA3G	1.4995
IL23A	-2.349
GRHL1	0.5789
LOC441054	-1.4515
WDR65	1.064125
PSTK	-0.3415
STOML3	0.763333333333333
R3HDM2	0.2357
C5	-0.989
SLC2A10	1.00616666666667
C3orf22	0.67675
PAQR3	-2.99676923076923
ANKRD26	-0.947666666666667
HCRTR1	-0.1755
LOC399947	-1.273
PSD2	-0.89625
TIGD2	-0.704666666666667
SCRN1	-1.989
COQ10A	-0.18775
DDI2	0.1675
METTL7B	-1.19183333333333
UCN2	0.52475
FAM92A3	-1.76475
WDR16	3.3845
ZNF511	0.00300000000000001
ZMYM5	-1.0605
POLR3G	-3.45925
ZNF586	-0.554
C1orf49	0.0931666666666667
TANK	-0.492833333333333
RCAN1	-0.648
PELI3	1.44583333333333
LIMD2	-0.950583333333333
TMEM189	-1.59
NTN4	2.534875
LOC151300	0.0935
CLEC2A	-2.336
GPR135	-0.426375
DPYSL4	-1.3909
JAK2	-0.00916666666666667
TSHZ1	1.14483333333333
TM9SF4	-0.302
ZNF264	1.27466666666667
SIRPG	0.967375
BICD1	-1.59025
HERC6	-0.122666666666667
METTL5	-0.4135
CASP1	0.08725
PRRT1	-0.3825
PLA2G4C	3.53833333333333
ICA1L	0.0145
TPTE2	-0.3436
OTUD7A	1.32166666666667
AQP11	-1.4225
APOA2	-4.1107
KALRN	-0.87
SECTM1	0.247833333333333
IFNAR1	-0.31675
TALDO1	-0.2935
RAB11FIP4	0.300833333333333
EIF5A	-1.172
FAM49A	0.94975
NEGR1	-0.323333333333333
YTHDC2	-0.441375
EHD2	-0.80425
NCF1	1.459
SCRT2	1.1795
HOXA5	-1.7605
NUP133	1.1365
FGF12	-1.4769375
SLMO2	-0.550375
SNTA1	-0.786375
CACNG2	0.39525
GCM1	0.925
ELF1	0.719666666666667
TLR5	2.761
TCFL5	-0.899833333333333
RBMY2FP	-1.421
LOC100125556	1.257875
FAM129B	0.382375
MAP3K7IP1	0.254375
NCK2	-0.24
OXA1L	-0.544
FMO9P	0.211
ZSCAN12	0.51575
PSMD12	-0.9905
HSCB	0.14975
CLDN10	-2.793
MGC13053	-0.86925
HPCAL4	-0.6615
ASZ1	-0.2975
MEX3D	0.383916666666667
NFAT5	-0.832
CSPG4LYP1	-0.589666666666667
FBXO3	0.5026
DVL1	0.392833333333333
CMKLR1	0.675833333333333
TYMS	-3.6385
PEF1	1.12175
ZNF750	-2.5582
MCM5	-1.1892
MEGF11	-0.91725
KCNK7	-0.058
PTP4A3	1.0415
C1QTNF2	-1.39566666666667
OR6S1	0.128
FAM122B	-0.5475
ZNF551	-0.3715
HBQ1	-2.503
GEMIN6	-0.321
ARSK	-0.43375
RBP7	1.7915
CPNE9	0.95175
DSC1	-1.271
LOC730112	-0.18
MAP2K4	0.74825
HS3ST5	-2.4245
EPB41L3	-1.37875
TEKT2	2.9625
CDKN2B	0.0556666666666666
ZNF480	-0.6565
MAP3K6	1.0428
MAP6	1.04533333333333
HN1	-0.4365
OR2L13	0.738166666666667
SLC16A11	0.6045
FAM96A	-0.314
APOL1	0.626
C5orf32	0.0045
RTP1	-0.436166666666667
RNF175	-0.0398749999999996
ZBTB41	3.378125
AHCTF1	0.345
SAE2	-0.5355
ITGA2	1.08208333333333
MME	-1.463
CCDC14	-1.27425
MAST4	0.629214285714286
KRT33B	-0.16
KCTD2	0.355666666666667
WDR26	0.8835
MFI2	0.051625
NR4A3	-1.088625
ARSA	1.4425
UNKL	0.814166666666667
SULT6B1	0.5085
CCNA2	-2.91066666666667
SOX15	0.3325
PPAPDC1B	0.88
C19orf44	1.1625
MCAT	1.56391666666667
ARID1B	0.516875
OR52N1	0.5555
C12orf48	-2.804
MAGI1	-0.05925
NIPA2	-0.49525
GBX2	-1.62725
RSHL3	-0.4035
RAVER1	0.646333333333333
C15orf17	0.22025
SLC30A2	0.32975
ZNF518	-0.023
PCYT1B	-2.05525
C10orf114	1.063
EIF3H	2.02825
SLC25A39	-0.509666666666667
KIF1B	-0.563875
AMOTL2	-0.17775
C6orf120	1.164375
PSRC1	-1.97775
PLA2G10	2.324375
KIF5C	-0.216875
MRPL37	-0.5315
C17orf62	0.158333333333333
C9orf135	-2.1295
DUSP10	0.4676
CLCNKB	-0.1065
PSMA5	-0.262375
C8orf53	0.1925
AMPD3	1.11833333333333
PIAS1	-0.70525
ADCYAP1R1	0.3285
GYLTL1B	2.29475
CDH20	0.2675
FBXO7	-0.203
TMEM134	0.729666666666667
FLJ14213	0.8345
ZNF3	0.184
LRRFIP1	0.663791666666667
CNOT2	0.163583333333333
ABI3	2.3035
ALDH5A1	-0.00175
HNT	2.0157
SERPINA4	-2.98725
TK2	0.487333333333333
STMN1	-2.01888888888889
GUCA2A	0.336
GALNT10	1.00771428571429
DPP6	-0.7188
C9orf93	-0.342
PRELID2	-1.97025
STK39	-1.976375
SFTPA1	-0.86175
CKS2	-1.42666666666667
RHO	0.357125
C20orf135	-0.2955
XKR3	-2.1645
CR1	-0.353285714285714
RPS6KA2	-0.197571428571429
C20orf112	0.1045
MRPL22	-0.46375
C4orf23	0.721666666666667
GADD45B	0.3935
KLHDC1	1.863
C2orf48	-2.6825
ZNF287	1.491
DAAM2	-1.665
DPPA2	-2.84816666666667
TCTN3	0.3135
DNAJB11	-0.040875
FPR1	2.869
DEFB4	0.066
PTCD2	-0.7354
SMOC2	4.5315
CABP7	0.1835
SERPINB11	0.662
MAGEF1	0.11125
NDE1	0.454833333333333
ITGA10	-0.045
FSHB	-0.0525
ANXA2	0.77075
HORMAD2	0.4785
HLCS	0.4695
MCF2L	1.21216666666667
FH	0.560625
TBC1D24	2.44325
KIAA1505	2.452
LGALS2	-2.708
CNBD1	-0.08
SYNPO2L	-0.85
PTPN23	0.690214285714286
C1orf183	-0.965666666666667
MAGEA8	-3.41125
DGCR8	-1.40875
GSR	-2.30375
PAQR7	0.24175
ZNF676	-0.9695
CACNA1C	-0.4515
SP7	-0.3095
PDCD6	-0.184
NRN1L	-1.796
BRI3BP	-0.645083333333333
KIAA1183	1.11875
ASB4	0.05575
CCL23	0.4397
OBSL1	-1.6695
SLC12A7	0.8005
KIAA0240	1.52325
CD1B	-3.0505
FCGR2A	0.594625
MDC1	-1.10225
HTR1A	0.691666666666667
OCEL1	0.38375
ATP11B	-1.23393333333333
FBXO34	0.0566666666666667
PCDH12	3.66516666666667
RPE	-0.8485
C17orf74	0.026
CSDC2	0.0353333333333333
PET112L	0.3455
TMBIM1	-0.045875
P2RXL1	-0.75
TCHP	-0.6425
TRMT1	-1.03783333333333
F2RL2	-0.0158333333333333
LRRC32	2.88916666666667
IMPG2	0.677
BGLAP	0.276
LOC493869	-1.37775
MRAS	0.8545
