Hybridization REF	TCGA-A8-A06P-01A-11R-A00Z-07
C6orf89	0.202722222222222
TUBB2B	-2.85716666666667
RTN4IP1	-0.968
CR1L	-3.6835
CEND1	0.091375
C12orf41	-0.353
RNF31	0.3545
UBN1	0.532166666666667
C17orf32	0.82225
SLC5A7	0.06375
GPR92	1.3635
ESAM	2.3299
CTNNA1	0.155833333333333
HRBL	-0.1603
CBX4	-0.3955
TMEM182	0.386
SH3TC2	-1.725
IL10	0.4455
PXMP4	0.9295
RNF167	0.2273
PAK7	-0.129666666666667
ETV3	0.13
ATPIF1	-0.237333333333333
LOC554207	-1.75733333333333
OR8H1	0.26425
WDFY3	0.962625
DPM1	-0.88375
GPSM1	0.032
WDR92	-0.2266
LRP1	0.772333333333333
ANKH	0.4995
THUMPD3	-0.93025
POLR1B	-0.99375
OLFM4	-0.0115
RAD9B	-0.35275
TSPY2	-3.0145
PAX6	-1.62183333333333
SCG2	-1.483375
SLC17A6	0.27375
FMO3	3.168125
PADI4	-0.2735
TUBB4	-0.6061
NLK	-0.6815
POU4F3	-0.091
SDF4	-0.075
ITGBL1	3.7675
NETO1	-0.817375
TAP2	-0.323
ABBA-1	-0.0335
GNAI1	-0.269
VPS4B	0.8335
NOPE	-0.2519
GALNT6	2.3445
SESN1	0.093375
GBE1	-1.55633333333333
CLASP1	-0.1375
RASGEF1B	0.620125
ACOT11	0.260357142857143
AFAP1	1.04475
OR2H2	0.104
DPY19L2P1	-0.81425
DZIP1	-1.3225
SEC22C	-0.0253333333333333
GPR161	-0.43825
RNF146	1.344
WDR74	-0.761625
GALP	-0.4835
PURA	1.75875
DNPEP	0.7455
RP11-78J21.1	-1.2015
ERBB2	1.964
FANCM	-1.02408333333333
NEO1	0.247333333333333
DDX3Y	-4.5493
RPS3A	0.03925
MXRA7	0.423214285714286
LGALS3	0.310166666666667
GLT8D1	0.1855
CFL2	-1.4735
UPB1	0.0345
NAP1L5	-0.247375
CLDN14	1.37325
DHX38	-1.0735
BTBD1	0.11025
TARS2	-0.630166666666667
ABCF1	-0.221
FCF1	0.4825
LRRC49	-0.108
GUCY1B2	-2.4545
C1orf177	-0.00433333333333335
SMARCA4	-0.666285714285714
LRP8	-3.52333333333333
TAGLN3	-1.57875
MRPL14	-0.20125
TTRAP	0.22175
ZDHHC20	0.3525
NFE2L3	-1.5975
KIAA1377	0.466375
PALMD	1.2247
TMEM43	0.357
TTL	-1.049375
STAT5B	-0.745666666666667
SSB	-0.841
OR10H5	0.0295
SLC22A13	-0.912
AKAP3	-0.80325
TIMM23	0.314333333333333
OAS2	0.766666666666667
KIAA0423	0.68525
TRIM11	0.694666666666667
GLIS3	1.690125
TMEM50B	0.7495
ARHGEF4	-1.2255
DEGS1	-0.908363636363636
TBL1XR1	0.690333333333333
G6PD	-1.786
SP140	0.1296
MUC17	0.109285714285714
NUDC	-0.0684
DNAJC5B	1.2425
SCARA3	-0.942333333333333
CPA3	6.35383333333333
BCAT2	-0.052625
MFN1	-0.2455
NRG3	-1.2045
SNX11	0.52775
PLEKHH1	-1.0125
GPR177	-1.21666666666667
HCFC2	0.36525
TCAP	-0.45725
MOCOS	-2.717
C14orf93	-0.2015
PRDM10	-0.343833333333333
SLC16A4	0.935916666666667
SRGAP1	1.15516666666667
VIP	-0.208
DUSP27	0.757333333333333
LILRA1	0.7619
MC2R	1.08
MGC24103	-0.6135
MBTD1	-1.046
FUT11	-0.322666666666667
USP33	0.0528
C15orf39	-0.43
MAP3K12	0.12175
PAAF1	-0.726833333333333
BARHL1	-0.363
FLJ16165	-0.414
PIWIL2	-2.9515
SYNE1	0.456333333333333
CMTM4	0.322375
TSPYL1	1.4983
GUF1	-0.690666666666667
TMEM157	1.845
WDR44	-0.07425
HIST1H3C	0.13725
DKFZp666G057	1.6145
RNPEP	0.121
GAS2L2	0.338333333333333
ADH4	-3.85925
GRPR	4.93416666666667
FBXL17	0.65625
ZBTB10	0.58575
Gcom1	0.559222222222223
HTRA1	1.9686
ZNF585A	-0.153166666666667
SLC26A2	0.359692307692308
OTOP3	0.448
WISP1	2.96222222222222
ATP2B4	-0.62425
FLJ10769	1.2695
CRAMP1L	0.765125
CHST12	-0.0275
RAB22A	0.0568333333333333
TARDBP	-0.244714285714286
STAU1	-0.31675
CRB3	2.223
MIG7	-1.47025
CHMP1A	-0.3005
ZNF160	-0.259125
B3GALT6	0.538
BARX1	-1.71333333333333
C6orf167	-2.0651875
NXNL1	0.481
DHX29	0.596625
HADHB	-0.28525
PLXNB2	0.57725
ILDR1	-1.111
SLC15A3	2.7805
GAS2	-3.927
C20orf69	-0.00574999999999998
NUMB	-0.35175
TNIP1	0.210125
MESP1	4.0495
PSKH1	-0.33425
NSFL1C	0.025875
RHOG	0.2095
HEY1	-1.81316666666667
KNG1	-1.47025
ITGAX	1.7223
LIN9	-1.38216666666667
CANT1	1.158875
XRN1	-0.0644285714285714
CCDC96	1.8392
HEATR6	-1.212
GNG7	0.0741666666666667
RUNX2	1.6250625
SOX1	0.0845
FCRL5	0.667
ZNF99	-0.027375
FAM9A	0.278
SNX22	0.247166666666667
MBNL3	-1.49666666666667
ODC1	-2.567
ADORA2B	-2.48
NR2F6	0.742
ZFYVE16	-0.0817777777777778
SYNJ2BP	0.8768
POLE	-1.6565
E2F2	-1.44925
THRA	0.6495
PTGES2	-0.761166666666667
HIP1R	0.608166666666667
TMUB1	-0.879833333333333
ENO3	-2.05275
RSPH10B	0.191
CXorf39	1.065125
IRGC	0.0555
GPR109B	-0.27125
FLJ13305	-0.233
LCE3A	-0.4815
TNFRSF18	-0.531166666666667
DET1	0.12975
TRPM3	-0.348666666666667
C16orf79	-0.881
FECH	0.344166666666667
RAP2A	0.230833333333333
CRIP1	3.59316666666667
AZIN1	0.478125
SLC7A7	3.27725
IL10RA	0.7738
TMEM64	-3.13725
CDC42EP4	0.2844
C16orf58	0.4967
ARG2	-1.45525
POU5F1P4	-4.84075
FAM62B	-0.034375
DNAH8	-2.0277
ASH2L	0.224625
TSLP	-3.09033333333333
CNTNAP5	0.124
TMEM16C	-0.61575
IFNA14	0.764
SLC1A3	1.185375
CABYR	0.9125
BCL7B	-0.1608
NUDT13	-1.34016666666667
C13orf28	0.919
C1orf53	-0.0285
ARL6IP4	0.6494
RPL35A	-0.44475
EMR3	-0.5255
RAB40C	1.05058333333333
SLC41A1	-0.675666666666667
LRCH1	0.1705
LY6G5B	-0.331
FAM124A	-0.7405
MGC10981	-3.88316666666667
CLIP3	0.1939
MAP4K2	-0.1905
CHIC1	0.416
SULF1	4.53266666666667
C20orf30	0.133571428571429
PRDM5	-0.563625
ELOVL1	0.46975
C11orf48	-0.624
SLC39A10	-0.47075
KCNV1	0.01975
ACP1	0.0501666666666667
ZMYM2	0.22025
B3GNT6	-0.214666666666667
C9orf69	-0.21375
C2orf15	1.04575
C20orf166	1.478
HSP90AA6P	-0.408
EDG7	-1.001
NEURL	1.48275
LPL	2.35633333333333
CLEC2D	-0.469785714285714
GRRP1	1.51
CD8B	-3.4751
HIST1H3D	0.234166666666667
SLC6A12	0.908875
FAM27L	0.16
CD84	1.7504
RASA1	-0.0215
PHKG1	-0.05
MAGEA11	-1.5505
IMPA1	-0.4189
NPM3	-1.89125
RARRES1	2.96975
SH3BP1	-0.07425
B3GNTL1	-0.992
ARPC5L	0.0743333333333333
KLHL26	0.2025
SIM2	3.58275
GJC1	0.4575
C20orf194	0.37075
EXO1	-3.2785
SLC2A2	-2.0305
LOC285074	-0.946
LRG1	2.46325
KIRREL	0.7415
PIK3R1	0.8825
C4orf34	1.4645
MAF	-0.505
ADCY4	3.152
ZMIZ2	0.4241
SLC46A3	2.08383333333333
STAMBP	-0.460166666666667
CCDC16	0.8245
MS4A12	0.4085
TCF20	-0.62225
LRRC46	1.18925
C20orf152	-0.14325
MRPS6	-0.041625
ABCB11	0.188
KCNC2	-0.28
CDH19	-2.233
C9orf123	0.2195
SSH3	1.1225
LDLRAD1	-2.3
CCBE1	-0.783
ZNF135	1.472
TAAR1	-0.1445
WFDC12	0.3715
CCDC42	0.2488
FLJ12529	-0.525
PER1	0.580166666666667
TIMM50	-0.457666666666667
SMARCAD1	-0.306166666666667
FAM26C	0.317
TP53TG3	-2.36933333333333
SH3RF1	1.5477
LMCD1	2.42675
GPR63	-0.153
FLJ21986	-1.488875
AIFM3	-1.41125
MICAL1	0.0456666666666667
BLZF1	0.683166666666667
IQCA	1.83683333333333
PCDHGC3	0.2135
SAC	0.05325
BCL6B	2.45533333333333
DDO	0.6415
MARCO	3.228
DCHS1	1.4965
C1orf170	1.27766666666667
CD200R1	0.252166666666667
C22orf15	-0.085
SEPT11	0.698833333333333
ADNP	-0.35475
UST	0.00609999999999998
C13orf34	-1.55283333333333
RFFL	-0.00257142857142857
APBA3	-0.4115
C2orf60	-0.335875
CUTL1	-0.3325
PMS1	-1.212125
ZNF689	0.883
EIF3E	-0.453166666666667
IL9	-0.4994
RPL31	-0.358
LY9	-0.3055
ATP2B3	-0.1875
KDELR2	0.609416666666667
TFCP2	0.49325
NLRP12	0.76625
FLJ45422	0.00675000000000001
TLE4	-1.0527
ZNF570	-0.296
FLJ43806	-0.6475
TLK2	-0.52675
CIR	0.97925
MARS2	-0.2035
COL24A1	0.2785
SDF2L1	-0.2065
HIBADH	-0.135833333333333
IGFBP3	-1.83342857142857
C12orf23	1.069375
PSPC1	-0.152
C20orf43	0.44
TRAV20	0.0245
ARHGAP24	1.396125
KIAA1975	0.527875
C1QA	3.5622
DNTT	-4.16216666666667
C10orf6	-0.38825
C11orf41	0.283875
HNRPF	0.2795
COL11A1	7.327
UBAP2	-0.242
CDKN2AIPNL	-1.384
C20orf174	1.8135
SPRED2	-0.50075
PLA2G12A	0.0468333333333333
ICEBERG	-2.18483333333333
SCN10A	-0.148
C11orf65	-0.2345
GBP5	3.31425
PITPNC1	-1.50916666666667
POU3F3	0.987
NCOA7	-1.363875
LIN7C	-0.0678
LOC348840	-2.2185
NKX2-2	-4.366
ANKRD13D	-0.073625
LOC123688	-0.36775
FUT2	1.4085
TAAR8	0.293
FZD4	0.5695
PNMA3	-0.574166666666667
OR4L1	0.314
WIT1	-1.849
EXOC3L	0.84425
ATPBD4	0.3241
KRBA1	-0.8255
UBXD6	-1.2085
HOXB7	-0.326571428571429
C7orf23	0.301
UNQ338	0.71575
STAB2	1
CDC20B	0.582
IRF9	1.35375
CENTG1	0.271333333333333
TNPO2	-1.269
MCPH1	-0.47425
BMS1P5	-0.72425
SLC26A7	0.399666666666667
HIST1H3J	0.2045
C9orf3	1.0321
LBH	1.164
MYO1D	0.92075
PTDSS2	0.4475
NFU1	0.40775
DEPDC4	-1.23025
WNT7B	1.4554
GLP2R	-0.119333333333333
SETD4	-0.6567
DYNLT3	0.0906
FKBP11	-0.847333333333333
SESTD1	1.04933333333333
FLII	0.675
RPS16	-0.4071
CHPF	0.300333333333333
CSNK2A1	-0.464166666666667
SUMO1P1	-0.01575
FKBP6	-0.998
ZNF214	0.2635
TWIST1	0.504833333333333
DDX56	-0.7475
TRAM1L1	2.0004
EPO	-2.21416666666667
MRPS18B	0.0545
ZNF682	-0.320166666666667
RPL14	-0.3265
MAFF	-0.539
LOC51136	-0.70475
LY96	0.6075
DDX20	-0.22875
ABTB1	0.385166666666667
ARL5A	0.4142
CCT6A	-1.454
HEPACAM	-0.672
EHHADH	-0.0468333333333333
RBAK	-0.0836666666666667
CGB1	3.71
ITGB5	1.7187
YIPF3	0.2035
FKBP2	0.14975
NR1D1	0.4147
TMEM110	0.2935
NEK2	-2.57233333333333
PRAMEF8	-2.98075
C20orf52	-0.658833333333333
PCDHGA3	-0.1275
VWA3B	-0.03475
NDUFA5	-0.061875
THAP9	-0.05375
FLVCR2	-0.328833333333333
AP1S1	-2.0885
SMAD6	-1.00475
SAV1	0.238125
SAT1	1.0255
ZNF251	1.088875
ADAMTS7	-0.1113
RPP38	0.17825
C1orf211	-1.019
YPEL2	1.2521
RBMS1	0.15
ZNF445	-0.64
NRXN2	0.5075
PGBD4	-0.015125
UGT2B28	-1.61225
WBSCR16	-0.6235
NLRC3	-0.056625
ASTL	0.29125
ST6GALNAC1	-3.31
ZADH2	-0.261625
MLLT4	1.26066666666667
ARL6	-0.205166666666667
MEF2C	0.81525
CBFA2T3	-0.1495
AFF3	1.05735714285714
COG7	0.4475
MYB	0.583333333333333
PLXNA3	-0.052
XRCC2	-1.8765
MMS19	-0.211625
ST8SIA5	-1.033
CHPT1	0.581
KIAA1712	-0.198375
OR6X1	1.109
ACTR3	0.2225
UGCG	2.64733333333333
OR4P4	0.1015
ZAP70	-3.1865
LPP	1.132
ZNF485	-0.77975
PTPRCAP	-0.54975
IL12RB1	0.375
ATRX	0.0257
CHST8	2.10775
C14orf109	0.001
ARV1	-0.1805
NMB	-0.335285714285714
COX5A	-0.872
EIF6	-0.249
MPPED2	-0.693833333333333
SEMG1	-1.0645
CHRDL1	0.3855
TRAF3IP2	0.12975
WNK2	-0.751714285714286
LILRA4	0.677166666666667
LAMA2	4.48025
PXT1	-0.793
RLBP1	-2.5335
CD300C	0.64325
SLTM	-0.43525
FLJ10404	0.0274375
APOBEC3D	-2.52316666666667
RENBP	0.434666666666667
ATXN7L1	-0.065875
NID1	0.56675
TUBGCP3	-0.823625
ITIH5	1.14566666666667
CCDC110	1.95175
C8A	-2.5075
MGC87042	-1.20625
HOXC13	-0.019
TFDP2	-0.98925
HCP5	0.354625
POLI	0.74125
UCN	-0.229
ZNF764	0.968166666666667
C8orf45	0.3565
FHL3	-0.4235
SPATA5L1	-0.52625
MMRN2	2.719
NDST1	1.3155
COL20A1	-0.342833333333333
ZNF248	-0.991
PELP1	-0.121333333333333
MBL2	-2.17516666666667
RNF41	0.48375
C5orf24	0.21575
THOC5	-0.82375
SERINC3	0.511
RP11-151A6.2	1.47625
CDCP2	-0.108
HIST1H2AA	0.5045
C11orf75	0.105
FKBP7	0.38875
DDOST	-0.25625
GPNMB	1.50283333333333
TTF2	-2.02583333333333
KCNT1	-0.127333333333333
SLC39A14	-0.395375
NGRN	0.7269
GPR137B	1.426
MECP2	0.220625
PSMA1	-0.586
C16orf73	-4.506
TMEM60	-0.0586666666666667
CSN3	1.0145
NOS1	0.110833333333333
RAB7L1	0.0378333333333333
YBX2	-0.0915
KIAA1166	-0.537125
FUBP3	0.113
ABCG1	1.709
ACACA	-0.305666666666667
ARL11	0.0639
ATOH1	0.039
ODF1	0.435833333333333
CREB3L3	-1.47433333333333
TMEM127	1.39821428571429
DSCAML1	1.65275
PLN	3.64833333333333
LYPLA1	1.23625
PRDM9	-1.7785
SASP	0.004
PLUNC	-0.263166666666667
INTU	-0.036
HISPPD1	-0.484
LNPEP	-0.125833333333333
YARS2	-0.805833333333334
APCDD1L	-1.575
ZCCHC4	-0.7113
FBXO22	-0.418666666666667
TTLL13	-0.204
ZNF669	-0.431
PTGDR	1.77175
DDX27	-0.1835
KIAA0409	-0.1575
GJB6	0.0015
ASB8	1.04225
PLP2	-0.140833333333333
MEPE	0.6495
OR10J5	-0.273
KRT222P	0.82575
COQ7	0.964
C1orf101	0.75175
RERG	2.9446
CHMP5	0.740125
THAP11	-0.076
ZNF43	0.0546666666666667
ZRANB3	-1.38583333333333
KRT13	5.023375
MRPL19	-0.8265
RBBP9	-0.532375
SPATA17	0.892375
BXDC5	0.257333333333333
PAFAH1B1	-0.0216666666666667
MAGEE1	0.72925
OSTF1	0.44175
KIAA0323	0.0140833333333333
TXNDC13	-0.447166666666667
CNTN4	2.553625
LCE1B	1.376
UNQ501	0.832
ZNF154	0.14775
C3orf64	-0.07675
SYT5	-0.1935
PON1	-0.682166666666667
FLJ10357	-0.218
ATP4A	-1.269
GNPDA1	-0.826666666666667
MGAT1	1.27733333333333
C14orf121	0.126
SLC35B2	0.0395
MIER3	0.616333333333333
CHEK1	-3.499375
ZNF8	-0.101166666666667
TXNDC1	-0.305166666666667
CKB	-0.7066
RTN3	0.516
FZD2	-0.199833333333333
PART1	-0.793625
PSMB6	0.2215
PCDHB8	-0.386
PHC3	-0.1241
PPP1R8	-0.238333333333333
NOVA2	1.2895
TNFRSF11B	-0.62975
GOLPH3	0.698333333333333
UBLCP1	-0.65875
SUHW3	-1.40125
TTLL1	0.587
OPN4	0.741
OR13G1	-0.3225
ZPBP2	0.499666666666667
HSD17B11	-1.0845
C9orf50	0.343
DHDDS	0.395571428571429
CTSW	-0.2432
NEFM	-0.7275
MRPL28	-0.06725
SYN1	0.4
PIGV	0.2155
ZIM2	1.199
APBB1	0.382166666666667
SND1	-0.53025
C1orf123	-0.0725
CHD3	-0.60175
BHLHB8	0.415
RNASE2	-0.0843333333333333
BCAP31	0.600625
SLC25A44	0.3085
CHD6	-0.3479
PIB5PA	1.27838461538462
SELS	0.873
LOC541471	-0.258125
FAT2	-0.0945
ZNF81	-0.2105
OR4C16	0.1815
FLJ10081	-0.1819
LRRC4	3.536
CS	-0.904833333333333
N4BP2	-0.093
IGFBP7	2.22825
ZNF318	-0.24175
NDNL2	0.589625
ZNF609	0.268875
SIRT4	-0.22675
EXOSC10	-0.192
ECE2	-0.0358181818181819
OVGP1	1.117
GTPBP3	-0.365
PACS2	0.3459
C19orf36	-0.3385
ARL4C	0.016875
ATG4B	-0.203
UBQLNL	-0.578
RHOXF2B	-3.5345
PLEKHG2	-0.2345
GALR1	0.9885
AQP4	-0.0715
HDAC7A	0.0606666666666667
DCUN1D3	0.7815
OR8A1	-0.584
CCRN4L	-0.0405
CBR4	0.0245
KIFC1	-2.84966666666667
SLC7A14	-0.991833333333333
LHX5	0.0575
TRPC7	-0.117
LPXN	-0.91725
SERPINA1	-1.7095
RPS13	-0.4812
BPIL3	-0.3795
PRKAA1	-1.478
FADS2	-0.2372
ENAH	-0.0689375
PRO1768	-0.434
APBA2BP	-0.218
LIPH	2.09766666666667
C3orf33	-0.693
RCC2	-0.102928571428571
ALDH1A2	-2.9222
RNF103	2.15575
AHCY	-1.23625
ALG12	-0.0765
CCL17	0.599
ZNF543	0.683333333333333
ESRRG	-0.6486
CNGA1	-0.476
RDH5	-0.0553333333333333
OTX1	-0.6847
PTGFR	-0.667666666666667
CDR2	1.223875
SELE	1.24875
NLGN2	-0.7225
EXOSC9	-1.03725
ZNF566	0.229333333333333
KLRC2	-3.9055
GPR12	0.826
KIAA0196	0.9555
PDRG1	-0.419
SSR3	-0.474428571428571
MSI1	-0.2325
CST9	3.7075
CC2D1A	-0.37325
PLAGL1	-0.0311111111111111
ZNF778	-0.36
RNF2	0.243
KLF6	0.942833333333333
THBD	1.968
tcag7.1314	0.51325
NR5A1	0.074
ABCD2	-0.796
DNAJC7	-1.815
CLEC4C	0.6655
TM2D3	0.9435
CCDC4	-0.054
PLAC2	2.8295
DCD	-0.246
FAAH	1.774375
POLA1	-1.04333333333333
TM7SF2	-0.362125
FLJ39822	0.0768333333333333
FLOT2	-0.22325
MAP4K1	-0.562666666666667
SRP68	0.181375
C21orf74	-0.4605
ARPC5	0.27875
LOC126075	1.482
HECW2	0.448125
ZDHHC4	-0.194
ANKRD42	1.6396
PDE9A	-1.23933333333333
ABCA8	1.86925
NDUFS2	0.05125
UBR5	0.150375
BTBD16	-2.57275
LOC554174	0.3105
ZNF20	0.273
KIAA1843	0.133
WDR17	-1.1165
C15orf33	0.4505
RNF113A	-0.24825
CAMKK1	-0.2347
CLCN2	-0.88
ANXA6	-1.163
LOC340069	0.4415
EMID1	0.0965
DPM3	-0.43125
ELA1	0.249
SLC25A13	-0.864
KRT24	0.08075
SMPD1	0.441833333333333
TH	-0.149125
COL6A2	1.76914285714286
ANKS1B	0.802
GPR126	-2.0747
ZC3H12A	-0.07
TMEM47	0.727166666666667
C2orf51	-0.358166666666667
C1orf88	3.1535
HSF2BP	0.4725
AKAP10	0.529
RPAP3	-0.4905
KLHDC8B	0.570125
STOM	1.2417
MUPCDH	0.098375
C10orf72	-0.171875
PLEKHA3	0.97475
TCP11L1	-0.264
CWF19L1	-0.19175
SPEF1	1.42661538461538
YSK4	0.571
ELN	2.7854
SAMD8	0.712666666666667
MPI	-0.8445
MEPCE	-0.1259
ABCC3	-0.775625
NANOGP1	-2.981
KCNK17	1.3725
HLA-DMB	4.487
RRAGA	1.28
ANGEL1	-0.736
RBM32B	0.334
CPN1	-2.47975
MGC52282	-0.3375
HLA-A	0.771916666666667
OR9G4	-0.153
EDNRB	-0.71
SCD	-0.221
C14orf80	-0.607166666666667
BAGE2	-0.75
RABL4	0.382833333333333
RCVRN	-0.3635
SHANK1	-0.4485
NLRP7	-2.34925
CD226	0.05275
STAT3	0.9829375
SYNJ2	-0.2675
TPCN2	-0.291166666666667
WDR36	-0.794083333333333
MBD4	-0.15125
ROBO1	-1.2181
ST3GAL6	-2.46525
SLAMF8	2.838
ATN1	0.343666666666667
GPR141	0.79925
KRT36	-0.3855
TPH1	1.733
DDX52	0.0425
ZSCAN29	-0.0286666666666667
TRPT1	0.0903333333333334
DPEP3	0.6995
DENND4A	-0.937
TSPAN16	1.219
PTCHD2	-0.5515
LOC145814	-0.7185
CAP1	0.670666666666667
EIF5A2	-0.5111
NT5DC3	-0.63875
SEPT9	-0.29875
SEZ6L2	0.558375
EGFLAM	2.911
VPS11	0.955
NDUFB5	-0.341833333333333
CIDEA	4.02366666666667
IER5L	0.60925
N6AMT1	-0.14675
FAM83C	-0.182
OXR1	1.35875
IRX1	-0.1225
DGKB	-0.5825
GCN5L2	-2.1215
MIR16	1.142375
FBXW9	0.1985
WDR4	-2.06433333333333
PDC	0.212
VPS33B	-0.29
HEXB	-0.12
FLJ32214	0.493
TCEB3	-1.038
CRLF1	-2.3845
ABI3BP	1.26475
C8orf22	-3.388
PYCR1	-1.062125
KIAA1706	0.53575
CDK5R2	0.544
WAS	0.274
C12orf60	-0.802
CCBL2	0.333
MADD	-0.0635
C5orf34	-1.65575
WDR42A	0.5153
KLF12	-0.28375
HSPA1A	2.0855
ITM2C	-1.85125
DAPK2	2.23966666666667
LOC442590	0.2935
SUMF2	0.304625
CENPA	-2.85976923076923
TMED5	-0.17525
CDH6	-0.5059
BRP44	0.23875
THG1L	-0.76225
GABRA2	-2.07675
C14orf166	-0.412
MYL1	-1.3388
TNFSF18	0.215
PAP2D	-1.16283333333333
PPIB	0.075
KLHL4	-0.35175
SFN	-0.821666666666667
CCDC127	0.84575
FRAP1	-0.36925
GOLGA5	0.82875
SDCCAG1	-0.1015
MGC21675	0.0315
C10orf95	-0.8395
KIAA1345	-0.474333333333333
C1orf163	-1.4465
LACE1	-0.8595
OR10K2	-0.2225
CENPN	-3.18296
TMED2	1.0685
UGT1A6	-0.688
ANG	-0.8995
U2AF1	-1.22166666666667
CASC2	0.0251666666666667
NMT2	-0.123833333333333
OSGEPL1	-0.17025
DFNB31	-0.2885
SLC6A20	0.23875
DKC1	-0.85175
FXYD4	-0.8025
WDR64	0.2365
MGC5590	0.296
CREBZF	0.307333333333333
DAZ1	0.528
PRPSAP1	-0.47725
GCHFR	-0.38825
TTC7A	-0.013
LOC196993	-0.00325
UBD	-1.41
S100A1	-0.35675
RPL6	-0.463166666666667
DNAJB6	0.72685
NAGS	1.5663
C2orf58	0.424
KERA	1.3
MT1X	-0.8177
UBE2B	0.8059
KEAP1	0.1225
MST1	-2.703
OMA1	0.668
ABLIM2	2.74075
BCL2L13	-0.558333333333333
JAZF1	0.435333333333333
TMEM63B	0.471
S100A8	-0.4812
ARFIP2	1.32325
UROS	0.3905
KHDRBS2	-0.5115
POLQ	-3.28225
SOAT1	-0.638
SPAG4	-1.4675
MRPS30	-0.9155
LOC494141	-0.6935
OR2T11	0.4635
ORAOV1	-1.0728
ZNF184	-0.429833333333333
TCEB3B	0.0878333333333333
ADAM21	-0.0855
GDPD1	-0.1585
SPINLW1	0.076
PRR14	0.506
KCTD9	-0.4734
NUDT3	-0.09
KIAA1822	0.8873
HIST1H4K	0.753
DFNA5	-1.28325
GABPA	-0.14625
C14orf44	0.4015
POLB	0.36225
PTAR1	-0.629
SEC31A	0.9484
TRIM58	-1.94625
TAS2R14	-0.239
VPS8	-0.094625
H1F0	0.8205
PRKCB1	-3.2965
UGT2A1	0.4595
TOR1B	-0.333
LSS	-1.56341666666667
C2orf19	0.324
HNRNPC	0.202785714285714
TMEM100	-0.2655
LOC116349	-0.24025
OR51M1	-0.001
CCDC142	-0.726
ISG15	0.8768125
ZCCHC14	-0.132625
CREBL2	1.155625
TGDS	-0.74975
DC2	0.27475
CACNA2D3	-2.22642857142857
ZNF429	-0.73075
LYPD6	1.13133333333333
SUCLG1	-0.279
OR51I1	0.0315
MAGEH1	2.03675
PRPF40A	-0.15
SMR3A	0.9475
SPINK2	-2.06675
THAP2	-0.014625
NPY5R	2.465
IRF4	-2.156
SPESP1	1.0145
OR10S1	0.4995
DTD1	-0.8315
TUBE1	-0.53675
DDX19A	-1.036
PDPN	0.018875
TMEM34	0.219916666666667
MGAM	0.422
COL3A1	6.00788888888889
GFM2	-0.9259
OR5A2	-0.394
PSG9	0.7895
ARHGEF11	-0.290166666666667
IVNS1ABP	-1.2205
SIGIRR	1.5775
DUSP19	-0.920875
DNAJC14	0.0046
ACSS1	-0.753625
IL1RAPL2	0.0635
C4orf30	-0.315
SEPT4	2.08275
LANCL3	-2.446
SPAG17	0.4165
PRDX3	-0.4035
HNF1A	-1.59875
P4HA2	-0.24725
RFWD3	-1.78433333333333
MOV10	-0.78825
DNAJA5	0.292428571428572
LOC729440	0.0285
LOC200383	1.491375
SMC2	-2.4245
MIXL1	-1.48933333333333
TMEM9	0.07425
FAM86A	1.9285
ZNF174	0.886
MYH14	-0.83975
CCR8	0.3225
VPS37C	1.19866666666667
GPATCH1	0.16
B3GNT8	2.7895
TBX4	-0.338
CNR2	0.652333333333333
PCDH1	1.15225
C5orf29	3.95725
OCIAD2	1.043
PLCG2	-0.07125
KIAA0247	1.844125
HRH3	-0.1279
CAPN13	2.866625
CCR1	0.0475
MGC15523	-0.0332777777777777
UVRAG	-0.000666666666666667
DNAJA2	-0.233166666666667
ITGA2B	-0.846666666666667
CLDN5	3.86425
PTPRN2	-1.86814285714286
ZNF512	-0.380333333333333
PSAP	1.0845
CCDC140	-2.0985
LRRC55	-0.215
CYP26C1	0.6245
C8orf47	-1.6945
LYN	-0.069375
DUSP6	-0.948833333333333
TGFB3	3.6114
ELK1	-0.64
PCDH11Y	-0.0234
HGD	-3.37025
C17orf58	-0.1685
MYO3A	-0.1625
SERPINE2	-3.18866666666667
AARSD1	-0.391875
C14orf73	-1.46625
ADAM33	0.026
ZNF491	-0.113
MAPK6	-1.60166666666667
TCN1	0.112
SLC24A6	0.91
UBE2R2	0.504
H1FNT	0.38325
TATDN2	-0.287333333333333
LILRB1	1.383
P2RY5	0.7795
NUCB2	0.538
C2orf37	-0.1285
SNX27	0.466666666666667
MTA3	0.041125
FOXO4	-0.0925
ID4	2.14266666666667
SOX5	-1.0075
PXMP3	1.4865
OR52M1	0.604
SFT2D3	0.204125
INA	-2.453
MCOLN1	0.426
NFIX	-0.1457
CLEC14A	5.56916666666667
HIBCH	0.092
PLA2G5	2.32725
TIMM10	-0.212833333333333
MED17	0.3459
COL4A4	-0.3745
TPP1	0.494166666666667
GJA3	-0.734333333333333
TMPRSS5	-1.046
AADACL3	0.3995
DNMBP	-0.74075
ENPP5	2.61783333333333
NQO1	-0.4386
ZSCAN2	-0.259
SEC24C	0.132666666666667
GTF2A1L	0.8755
AXIN2	-1.0413
FAM33A	-2.07708333333333
C16orf13	0.39475
SPNS2	1.57025
TAF1	-0.5085
AP1G2	-0.199333333333333
RBM42	0.475166666666667
HCN2	0.398833333333333
EFHB	-0.0335
RUSC1	-0.298166666666667
GRIK5	0.088
USP21	-0.611
ATAD3C	0.7105
ORMDL2	0.973875
