Hybridization REF	TCGA-AN-A0FT-01A-11R-A034-07
TEX15	-2.65883333333333
REPIN1	-0.652
PDE4A	1.3633
CAPZB	0.17275
YPEL3	1.23525
C14orf100	-0.7885
GINS2	-1.735
C18orf21	-0.240166666666667
CYP1B1	1.045875
VISA	0.107
XYLT1	-0.6895
ZNF440	-0.029625
BRWD1	1.13642857142857
GOLPH3L	1.211875
C11orf77	0.561875
ZBTB17	0.25875
SLC19A2	0.26875
C6orf134	-0.32325
C9	-0.42425
ART5	-1.479875
ARTN	2.1385
TMTC2	1.29575
GNRH2	0.671
STEAP1	-2.6058
RPL39L	-3.27966666666667
FLJ10292	-0.380666666666667
RLF	-1.116
NAT14	0.3235
RRN3	-0.20075
C11orf16	0.392
C3orf14	1.84275
TEX264	0.959333333333333
C22orf28	-1.065375
C20orf175	-1.08675
XPNPEP2	0.283666666666667
PDE6A	-0.8575
SPIB	0.825875
TBCB	-0.103833333333333
SLC5A11	-1.4145
ADRA2C	2.33566666666667
DHCR24	0.44475
MEF2D	1.6105
C6orf114	-0.15425
ZPLD1	0.253
MYO1B	1.31675
VAMP8	1.588625
ANKRA2	0.3915
C11orf42	0.878
TAS2R60	0.739
PANX1	-0.73775
C12orf42	2.31083333333333
RCBTB1	0.512
FGL2	4.9085
CEP70	-1.705625
WASL	0.4335
SEPT14	1.684
DCHS2	-0.115
CYBA	1.093
ARHGAP11A	-3.87866666666667
MPZL2	-0.411
KIAA1881	1.51066666666667
ANXA1	-1.0098
AFF1	0.9999375
FRMD3	-1.895
SUSD5	-0.5655
C9orf32	-1.41275
RASSF7	1.2125
KIR2DL2	0.8095
SENP1	-0.431166666666667
C20orf195	2.01725
C3orf44	0.713
KRTAP9-3	0.50725
ZFP28	-0.302625
PLCB2	1.2629
TXNDC15	-0.77325
CALR3	-0.533
HLTF	-0.0674285714285714
C17orf67	-2.1595
NDUFA6	0.1755
PKP1	0.0415
HMG20B	0.069
GPR180	-0.7376
BAI3	-0.24175
NOSIP	0.1956
TRIM23	-0.76725
ARL1	0.496642857142857
CDK5RAP2	-0.381
SSH2	2.30783333333333
KCTD15	-0.481166666666667
FTHL17	-1.08
AK3	-1.62116666666667
RAB3C	-0.255
PAX4	0.4815
KDELC2	-0.32525
BIK	4.074
KIAA1553	-1.04875
CEP135	-0.135
NANOG	-3.916
TRIM22	0.544333333333333
CDH13	-0.329666666666667
B4GALNT4	-0.45075
MDGA2	-0.4865
SAMD3	0.561166666666667
OR1E1	0.0275
TAS2R10	-1.163
FASN	1.23625
GPR116	3.4197
ZNF219	0.9725
CD33	-1.349125
RAB3GAP1	0.27925
H1FOO	0.5085
NXPH3	0.63
CROCC	-0.545833333333333
GPX7	0.09825
BASP1	-1.3635
STAM	-1.6895
TBK1	0.15225
STX2	1.45233333333333
RPL29	-0.866
NR1H3	0.08425
MPPE1	-0.5315
PHACTR3	0.6875
SLC44A2	3.097375
C10orf109	-0.208
CLCN6	-0.8355
C16orf59	-2.31525
SQSTM1	-0.423833333333333
AADAC	0.56825
LRRC8C	0.15325
BIN3	-0.6311
HPS6	1.0465
MAN2A2	-0.8348
GABPB2	-1.15125
KCND1	-0.41
PTPN11	1.645
ZNF274	-1.37775
ATF3	0.1045
C7orf26	-0.27175
C1QL3	0.0185
WDR54	-1.73833333333333
FLJ40869	-1.53316666666667
ZNF397	0.578375
MLL	0.784
TTLL6	-0.3025
ANKRD15	-0.471166666666667
KIAA1958	-0.714
C1orf218	0.368875
ZDHHC16	1.1155
DDX47	-0.8785
EVI5L	0.253166666666667
GDF6	-4.70025
TAPBPL	0.233833333333333
BTG1	0.2692
DPP4	-0.889
KLHL23	-1.894
APOC3	-3.43425
BTBD12	0.1995
CNOT4	0.1958125
HIST1H3I	-0.0358333333333335
OR5H1	0.795
APEH	-0.984
TRY1	0.276666666666667
SLC26A8	1.0575
KCNA2	-0.488166666666667
TMEM159	1.517375
C6orf81	-0.578
PCYT1A	0.993166666666667
C6orf157	-0.51975
BRMS1	-0.3145
CHST1	1.65166666666667
LGALS1	0.0458750000000001
TAF1B	0.164
FLJ40504	0.4575
GPR173	0.888
COL15A1	2.238625
CASP10	-0.251071428571429
PCMT1	-1.7145
HDAC5	0.559
LOC641367	-1.06975
EVC2	-0.0865
SGPL1	0.729666666666667
GON4L	1.08707142857143
AFG3L2	-1.41333333333333
C5orf15	-0.194333333333333
UBXD1	0.6023
LILRB4	1.049
GSTA4	-0.0665
ADIG	0.6585
GRIPAP1	0.382875
HIST1H3B	-0.712
BTRC	1.38366666666667
USP49	-1.8675
IQCH	0.719375
ACBD6	-0.1725
YEATS2	-1.34225
CABP5	0.74075
TRIM3	0.379
HNRPM	-0.74675
FGG	-4.3497
C18orf16	0.1255
CLEC2B	-0.496
PQBP1	-0.482666666666667
JTB	-0.353
REST	2.0295
SLC8A3	-1.00466666666667
TMEM16H	1.31525
MRPL47	0.6045
EVI1	2.5629
MUC1	2.63625
TEAD3	1.3395
STOML1	-0.508375
USP24	-0.6348
PNMA5	-0.812
MAEL	-0.292
LBP	1.2509
HSD17B4	0.338375
SEC31B	-1.689
IDH2	0.5327
SFRS16	-0.02575
AICDA	-0.001
RNF180	-1.61775
C1orf56	0.8825
FLJ10324	-0.446166666666667
GPR148	-0.369
MEF2A	0.16725
ASF1B	-1.57416666666667
HTN3	-1.14275
RNF215	1.0805
SLC4A3	0.7875
ADAMTS9	1.1076
C9orf66	3.06616666666667
FOXD3	1.527
GSDM1	0.04225
IFITM5	2.2585
PODXL2	-1.871
C1orf176	-0.285
RPS3	-1.71125
hCG_2004593	-0.865
COL21A1	0.5935
NTNG2	1.26233333333333
RAI14	-0.660833333333333
P76	0.19275
LRFN3	0.471125
FAM14B	-0.94975
FKBP14	0.000499999999999997
TNNI3	-0.888833333333333
HOXB3	0.8185
SGCB	-2.05275
PPAPDC3	-0.142
FRAT1	0.655
MORN1	-0.08
ARHGEF2	0.311
BNIP2	-1.03925
DHX30	-0.27175
EEFSEC	-1.392
FGF20	0.5765
FLJ38973	-0.483642857142857
PLCH2	1.227
CCNG2	-0.425125
PSPN	0.9985
WDR88	0.309
HOXB13	-1.001125
MTMR8	-0.93
SPAM1	-0.035
PPP2R1B	-0.967375
TANC1	-0.720375
CNN3	0.7939
CHGA	1.295375
C9orf128	4.3355
CACNA1B	1.411
MMAB	-0.9377
RHOA	-1.24583333333333
RAPGEFL1	3.0985
SLC1A5	-0.758833333333333
CALCA	-0.2795
SYCP1	0.52025
CXCL11	2.62
GFI1B	-0.9755
PSCD1	0.1195
C11orf58	0.0983333333333333
MGC45438	1.41066666666667
NUDT18	1.01383333333333
ASB3	-1.26483333333333
ZP1	-3.084
LPPR2	0.7994
ZNF527	0.778
ZNF771	0.252625
TTBK2	-0.3605
TRIM55	-0.125
GJB3	0.962166666666667
PRSS35	-0.54625
SCRG1	0.20775
ZDHHC24	1.26275
DUSP26	-0.712
C1orf51	-0.356875
DNAJC3	1.656
LITAF	0.986625
ZNF410	0.02475
AFP	-4.69016666666667
ZW10	-2.25825
PHOX2B	-0.0695
VILL	1.38625
ELOVL7	-2.5825
LOC644186	1.48
PPP3CC	0.26875
CHST13	-1.49525
WDR40B	0.5155
MEA1	-0.1705
HILS1	-1.4675
DLX6	-2.13116666666667
NKG7	1.7915
EMP1	1.1005
ACTR6	-0.3175
CHCHD7	0.032
COG2	0.6121
TCEA2	0.6723
TARS	-1.12575
FLJ20294	0.500333333333333
ZNF92	-0.554375
TRAPPC2L	0.7173
ARHGAP28	-0.114375
CCDC109B	-0.666
LGTN	0.9085
INGX	0.0365
LOC124446	1.56675
RPS2	-1.7615
C17orf75	-1.35883333333333
NBPF1	-1.5865
SLC2A8	0.124083333333333
SNRPE	0.248
CARD6	0.18025
IL13RA2	-0.30775
CUEDC2	-0.9245
C4orf19	-2.38325
AOC3	2.0795
MTHFD2	-1.39216666666667
OR5M9	0.065
C4orf38	1.69133333333333
SS18L2	0.5365
OAS3	1.06816666666667
LARGE	0.62575
LRIG3	0.431833333333333
LIMA1	-0.114
STARD3	2.61933333333333
VPS39	0.506875
CTAGE6	0.4985
ODAM	-1.9675
MORF4L2	-1.488375
GSTO2	0.287
MTFMT	-2.8045
PRKAB2	-0.655285714285714
ZNF76	0.2285
HSPB2	4.222
CRB2	0.47575
KLRK1	-2.0875
LYST	-0.621
UBE2M	-1.69916666666667
SLC16A9	-1.26225
ZNF281	1.71625
ST8SIA1	-1.32
C9orf105	-0.839
ANKRD46	1.30775
FAM108A3	1.06
C20orf91	-0.251
ZYX	-0.641666666666667
RSPH1	4.4425
ZSCAN5	-0.78575
RIMS3	-1.04233333333333
KRT76	0.6685
CEACAM4	0.823
SIRPB1	0.269375
CFHR4	-0.078
SOX3	0.422
GATAD1	-0.609375
C21orf57	1.04025
TMC8	-0.599333333333333
AVIL	1.052
LMOD1	4.02725
HIGD1A	-1.397375
NEU3	-0.627
DES	0.495125
BZW1	-0.1389
ZNF221	1.104
CCDC27	0.6725
GDAP1	-0.83325
RBBP4	0.29675
MGC40499	0.639
PHKA1	-1.4975
PRKAR1A	-0.676
HSD3B1	-0.337
RAD52	-1.15966666666667
CD207	0.255
LOC389791	0.09
RSPO1	0.296166666666667
TMEPAI	2.248875
MFSD2	1.7505
ETV4	-0.90225
SCGN	-0.258
LOC391356	-0.96375
MPP1	-1.35
STARD3NL	-0.3745
TFAP2D	-0.2815
CD2AP	1.179
CCL20	-5.07866666666667
CCDC86	-1.822
ZFP30	0.12275
CTBP1	0.7585
MAK10	0.317666666666667
STXBP5	-0.571
LOR	0.2229
MAP6D1	-0.23025
ARMC7	-0.2135
TMEM150	0.2255
NSL1	-0.50425
KIF5A	-1.09242857142857
ASCC2	0.7525
PSENEN	1.60233333333333
OPTC	-0.246
FCRL2	-0.608166666666667
KBTBD11	-3.011125
PCK1	-1.931875
CENTD3	-0.354
MEGF8	-0.232375
ALPPL2	0.85075
OBFC2B	-0.690333333333333
ZFYVE20	-0.813375
GALC	-0.788166666666667
CTRB2	1.186
C20orf71	-0.0518333333333333
TBKBP1	1.47866666666667
CAMLG	0.093125
TREML4	0.2315
RSAD1	-0.77175
TUBA3D	-0.6418
KIAA1833	1.13925
PNPLA1	0.504
LRRC34	-1.98233333333333
CDH26	0.0698333333333333
ZNF167	-0.229
ZBTB26	-1.1977
VWF	3.7408
VTN	1.074
BAD	0.29725
PDS5B	1.33291666666667
ZNF644	0.999666666666667
SH3GLB2	-0.0585
SMPDL3A	-1.62
NRG2	-1.292125
IL15	-0.948666666666667
GABARAPL1	-1.7365
LAT2	-0.0591
SLCO1A2	-2.06483333333333
LIG4	-0.525166666666667
GSDMDC1	0.656375
BMP4	-2.442125
METT10D	0.57425
SYCE1	-0.17575
SPANXD	-5.4395
SLC12A9	0.487666666666667
MC1R	0.434
RNF168	-1.19175
TRIM69	0.73475
GALNT7	0.856333333333333
ISG20L2	0.16225
KIAA2026	0.5385
TNFAIP8L1	-0.181
DPY19L2	-1.88125
C12orf63	0.573
PRDX5	-0.347125
MED6	-1.284
TXNDC5	-1.664875
CD46	1.14191666666667
CCK	-3.18075
C17orf48	-1.77975
ANUBL1	-0.3305
SIT1	-1.475
TYSND1	0.933166666666667
DEF6	0.166833333333333
GLT8D4	1.3035
UTP14A	1.389125
RPH3AL	2.155
NXF1	-0.52
TRERF1	2.91366666666667
TUBB3	-0.1970625
SLC24A2	0.3825
SEC22B	1.40891666666667
ZNF653	0.9045
GGTL3	-1.365
CDKL2	-0.838333333333333
CTF8	-1.24741666666667
EPC1	1.29616666666667
CYP4A11	0.0841666666666667
THRSP	1.92366666666667
LELP1	0.832166666666667
TES	-0.276125
C17orf87	1.355
FERD3L	0.43875
SH3TC1	0.5745
RAB36	1.86
CRYGB	-0.1345
GRIA3	-0.0561
BHLHB9	-1.048
C1QTNF9	-0.17425
GOPC	0.703625
PNPLA8	-0.217333333333333
ZNF444	0.98
FMO1	3.336
POLR3C	-0.0225
SLC35F3	-2.65425
SGCG	-2.76066666666667
DCDC2	-5.31516666666667
NANP	-1.487
MGC23270	0.7355
BEX4	-0.124333333333333
HYDIN	-0.0284
RPS6KB2	-1.8455
ADRM1	-0.0105
BAT3	-0.3565
RAB31	-0.30475
SCGB2A1	8.1375
SLC6A14	-4.3095
DDX4	-0.5855
PRRC1	0.959333333333333
AP3B2	-0.9345
TRGV7	0.362
TMEM184B	0.818
ADPRHL1	2.62116666666667
C21orf45	0.0555
ARNTL	-0.3905
AADAT	-0.14725
CCL2	1.4015
SNTB2	0.4535
RGS9BP	1.703
KPNA1	0.24075
TMEM41B	-0.695
S100A11	1.48116666666667
DOT1L	-0.7415
EFHC2	-0.220375
CLTC	-0.1845
SRP9	-0.888071428571429
ZNF521	-0.3335
FAM26F	-1.28725
GPR88	0.363
COL13A1	0.997333333333333
CHMP4B	-0.7089
SIGLEC6	0.193666666666667
NFAM1	0.704625
PVRL2	1.2112
ALKBH4	0.2295
CCDC93	-0.5689375
NXT1	-0.01025
KCNK4	0.555
TROAP	-1.33
KCNA10	0.21725
CCDC114	0.514333333333333
RAN	-1.34783333333333
LMTK2	-0.265
LOC400657	-0.9945
UFC1	-0.58325
UBE1DC1	-1.6685
EEF1A1	-2.07744444444444
CHAC1	-0.4515
HMGA2	-5.4781
B3GALTL	-1.9705
ING2	-0.771
C1orf109	-0.356
INTS3	1.392125
ZNF558	0.986
TRPM4	2.256
LTB4R	-0.291
ISYNA1	1.47875
LSM7	0.4225
LRRC47	-0.338125
ZNF179	-1.70016666666667
EXDL1	0.296666666666667
SLC4A10	-1.201875
ACSS2	-0.692666666666667
COPS7B	-0.904
KIAA0040	1.73433333333333
C1orf95	-0.4225
AP1GBP1	1.44275
OR9A2	-0.805
FAM71C	0.1525
RIN1	-0.7495
ITGA4	-2.51
DNAJC6	-1.39383333333333
CLOCK	1.0775
SLC35A4	0.108333333333333
DSG4	0.1245
LOC26010	-0.2205
NSUN2	-0.1985
TMEM86B	0.2248
C14orf135	-0.7925
KIFC3	-1.3705
PHF5A	0.03375
NCAPH	-1.550375
STK11IP	-0.076
FLJ42953	0.281375
CCDC19	3.57466666666667
ZNF329	-0.615
TAX1BP1	2.04033333333333
ZDHHC18	-0.785333333333333
C10orf88	-0.24075
TMBIM4	0.7772
NMUR1	0.144
KIR2DS4	0.64775
C9orf90	0.218375
MGC87631	0.906
KDR	3.5321
ST3GAL2	-1.17475
RLN2	0.439
HPD	-2.857
MOXD1	-2.71983333333333
PDGFRL	2.53966666666667
SMYD4	-0.483642857142857
FAM103A1	-0.352666666666667
MFAP4	-1.08433333333333
LOC285141	0.41375
TMEM45B	-2.137875
SMCR7L	-0.693357142857143
GZMH	3.402
CBLN1	-2.31566666666667
CNNM1	-0.3455
PHF17	-1.56858333333333
NUP98	-0.632166666666667
RMI1	-1.24575
PTPRS	-0.523125
ANKRD57	-0.88
CLDN15	-0.1775
OR51A2	-0.548
GUCA2B	0.657
DOCK9	1.75975
ITGB1BP1	-1.8185
DLG2	-0.276
BRAP	0.15475
SESN3	-0.7415
ZC3H7B	2.03575
FAM101A	2.70566666666667
FKSG24	0.2665
ZYG11B	-0.706625
RFC2	-2.4325
SH2D3A	0.3315
DVL3	-0.22025
ADFP	-2.36316666666667
KRIT1	-0.845375
SERTAD3	2.8555
LEFTY2	-3.305
KRT27	0.5535
SCFD2	0.222
MN1	-0.62925
RORA	0.789
PTPRD	0.9165
PIAS2	-1.40283333333333
CYP4X1	5.79666666666667
FBXL15	-0.16875
MYH15	-0.338333333333333
CRX	-0.206
TBC1D13	0.35475
SLC22A17	1.77033333333333
PLK2	-0.159
ARHGAP9	0.4925
EIF1B	-1.751
C20orf185	-0.1145
DEFA7P	0.865
PRIM1	-2.44933333333333
CRYAA	-2.02275
BACE1	1.20925
AGTRL1	1.19566666666667
ACAD9	-0.272375
GRASP	0.98875
RBP4	-2.93633333333333
TFB2M	-0.33925
METTL9	-1.6096
ATP5O	-0.31
SP100	0.6865
CPSF1	-0.2415
S100A4	-0.28875
LIME1	-0.471
GPR137C	-0.81875
OR2A2	-0.3675
C2orf29	-0.6055
NUP188	-0.9195
SDPR	-0.87725
RAI1	0.83525
RPS20	0.2705
LAMB1	-0.79075
ADM2	0.467166666666667
ZNF229	-0.32925
DKFZp434K1815	-0.858125
EPN3	2.7805
CLIC3	2.818
MEIG1	-1.12275
HMGB4	-0.335
STARD10	1.086125
KLF8	2.468
EPB41L2	0.144833333333333
JMJD6	-0.67225
CTSL1	-1.2735
GPR27	0.103
ELAVL4	0.089875
MMP21	0.7485
PPM1B	-0.145125
SUV39H1	-1.6745
AAMP	-0.3665
TUSC4	0.777
MBD6	1.09675
KLK13	-1.46825
FMNL3	0.314
TRIM13	0.87025
C15orf5	-0.73925
IQCF1	0.3295
CACNG8	0.17
SLC35D3	0.244
ZDHHC9	2.378
ODF3L1	0.719
C9orf86	1.0168
TSEN2	-0.21425
C17orf64	0.12475
SEPX1	0.6384
TSPO	1.3415
SYMPK	1.7005
ADORA1	0.522
TSPAN10	1.921
SEMA6C	1.707
RTTN	0.0907
IL2	-0.0876
ARRDC3	-0.233666666666667
TBPL1	-1.55083333333333
STX12	-0.6085
MRPL39	-0.78725
OR8H3	0.4625
IFIT5	1.74266666666667
CASC5	-2.11725
FAM46A	-0.285666666666667
HPCAL1	-0.956375
CYLC1	-0.0955
VGLL2	0.05525
C20orf191	0.89525
CDH1	3.48458333333333
ITPA	0.0445
CCDC101	0.533
D15Wsu75e	1.38475
EDA	-0.7535
CREG1	-1.5965
OR7G2	0.569
SAP18	1.78933333333333
IFIT1	2.12175
CALML3	-1.45916666666667
FLJ37440	0.1475
FNDC5	-0.28975
SERPINB6	-1.10421428571429
JUNB	2.397
SYS1	1.17075
SCN2A	-0.299833333333333
ZKSCAN5	-1.7785
WNT7A	-0.376833333333333
TSHZ3	2.24525
RNF148	1.9625
H6PD	0.087125
CAD	-1.32866666666667
ZNF449	0.13875
DOCK10	-1.186
FAIM2	0.222666666666667
HEXDC	-0.2685
PRB1	0.04375
C14orf148	0.0375
ETHE1	0.4755
IRF5	0.6309
GNMT	2.12633333333333
MGC16291	-1.760375
RPAIN	-0.745071428571428
CAGE1	0.462
CNTNAP3	-3.165375
ACTR1B	0.10425
EEF1E1	-2.29
MSX1	0.265125
ESF1	0.8083
HSPC171	0.58225
MRPL2	-0.0846666666666667
RDH12	2.07533333333333
CELP	0.517
METRNL	0.127
C10orf116	5.14266666666667
C19orf48	-1.09775
ZNF346	-0.136375
NCR1	-1.5195
C10orf64	0.214
CD52	0.546
VPS18	2.7025
AP4S1	-0.515666666666667
NPBWR1	2.4435
TPK1	0.7195
UBA52	-0.536833333333333
RIPK1	0.440166666666667
CPNE3	0.0586
HSPC159	-0.1025
C8orf38	-0.2085
LRRC4B	0.01
PARP10	1.3958
ANKRD50	1.956
CXCL9	6.4025
FGF18	2.19827272727273
EIF2A	-0.820875
SLC20A2	-0.298833333333333
KIAA1549	-0.335083333333333
SPINT1	2.1996
ZNF584	-0.5635
CRBN	-0.0165
ABCF3	0.280833333333333
NCBP1	-0.353833333333333
PLA2G4F	1.42033333333333
PCDH10	-0.650625
TTC21A	1.63125
C20orf144	1.483
FGFR1OP2	-0.126166666666667
SLC9A1	0.1767
CHRND	-0.151
FOXF1	-2.218
KIAA1467	2.29575
TPO	0.778333333333333
LTF	-0.285357142857143
DNAJB9	-1.085
MRPS27	-0.67025
bA16L21.2.1	-1.07475
WBP2	0.675666666666667
MRGPRX3	-1.7775
PRPF18	-0.257
C10orf58	1.2975
SMOC1	-2.5909
ADAT3	1.616
TMEM138	-0.9955
TMEM131	-0.8215
TIMM8B	0.10675
MYH7	1.3145
ST6GAL2	0.304875
KIF1C	0.18825
SUHW2	-0.5575
PAPSS1	0.141
CABP2	0.1025
HOXA4	-1.706
ELF2	0.08925
SEMA3D	0.01
MC5R	0.642
OGFR	1.041
FLJ30092	0.250333333333333
TGFA	-0.6134
MMP17	1.961
KIF15	-3.32925
CHIA	0.93275
CATSPER3	-0.72
CEACAM7	1.67041666666667
PADI2	1.935
HOXA9	-0.0585
LNX2	0.491166666666667
TMEM144	1.4395
HIF1AN	0.3
METTL7A	-0.0258
C6orf165	5.31833333333333
KIAA1468	0.890125
DSG3	-2.07
ZNF180	-0.130833333333333
EIF4E3	0.822
SLC46A1	1.9005
DKK1	-2.95233333333333
ZNF205	1.98283333333333
LOC162073	1.62822222222222
COX7A1	5.6105
MAGEA1	-4.621
NEDD8	-0.261
KLHDC5	-0.165888888888889
C3orf19	2.28683333333333
MRPS2	-0.681
POLR3H	-0.0721428571428571
ABHD11	1.8554
TMEM17	-0.46175
PAIP2B	-2.4751
MAT1A	-4.14825
LGI3	0.49625
THUMPD2	-1.12725
TKTL2	-0.1715
XAGE3	-2.55516666666667
CALM3	0.1695
C6orf136	0.3685
KCNC4	0.5365
RGS9	-0.6255
ACIN1	1.13383333333333
SPATS1	0.02975
XKR8	0.32
FAM84A	2.3785
MS4A7	4.75409090909091
AGXT2L2	-0.47125
OR1F1	0.029
SMAP1L	0.0311666666666667
IPO11	0.333125
ZC3H11A	1.5165
C1orf151	0.35175
RNASEH2A	-0.8395
CCR10	0.0815
TXNDC11	0.00025
TMEM112	1.54675
MAP1B	-0.623142857142857
NVL	-0.33175
PKM2	-1.20615
ARC	1.1175
NUP54	-1.2955
PPFIBP2	1.7175
STAT2	0.309
PTAFR	2.42016666666667
ROBO2	-0.39425
RNF40	0.327
CCDC135	-0.272333333333333
IFT81	-0.7322
MORF4	-2.756
TM7SF3	-1.915625
OR10H3	0.4785
ABP1	4.151125
CHRD	2.1205
PLEKHA8	-0.7425
NCALD	1.15725
OR5AK2	-0.2535
ACCN1	2.1025
SLITRK1	-0.34125
ARMET	-0.28275
C9orf52	2.85375
REEP4	-0.50575
MTSS1	0.164125
ADH1B	2.09166666666667
DLD	-2.19725
CDK5	-0.13325
PPFIA1	-0.66825
WFDC3	1.0975
DNAJB12	1.58535714285714
RANGRF	0.8615
MLANA	-4.3495
AMY2B	-0.8645
KIAA0319	-1.1185
RPS7	-0.987
JAK3	-0.1339
ARFGEF1	1.47325
CXCL5	0.297636363636364
TRAPPC4	-0.865
CETN2	0.525
HSPC111	-0.70625
RHOBTB3	-2.2164
PHLPP	0.0585
RGS10	1.77775
TMEM58	1.64825
CHERP	-0.46575
HSP90AB3P	-0.018
FSTL3	-0.0796666666666667
PEX11A	0.8505
OR5V1	0.887
FCN3	3.1615
PTPN3	0.451
NPTX1	-5.01875
C21orf84	-0.9575
C11orf51	-0.560125
ZBED2	0.00574999999999999
FLJ90757	0.56625
NPY2R	0.69075
PLD3	0.1525
SYT17	3.89133333333333
SGSM2	-0.2895
OR1A2	-0.286
FOXP1	1.264625
SLC5A1	0.22225
POFUT1	-0.4058
EPHB6	-1.93783333333333
MYO1G	-1.321125
STAC	-2.2945
KLHL17	0.09
RGMA	0.0948
TJP2	-0.5159
FAM114A1	-0.947
SERINC1	0.945333333333333
SLC9A8	0.22725
PEX19	0.133375
EDN2	3.10875
PSMD7	-1.367
C3orf41	-2.19175
UQCR	-0.471125
PPP1R3C	3.103
LRP4	-2.45733333333333
TM2D1	-1.069
TTC17	0.0525
C4BPB	-4.4705
CCL25	0.646
ZNF253	-0.6195
CHRNA9	-4.348
SOX11	1.827
HIVEP3	0.379
CGN	2.26375
C3orf35	0.0215
PKD2L1	2.8145
SYVN1	-0.022
PDE8B	-2.421375
LOC439951	1.9455
LTC4S	2.8895
MIF4GD	-0.910833333333333
SMARCA2	2.4539375
TUBGCP6	-0.266333333333333
CABLES1	0.845375
C16orf77	0.757
ZNF791	0.99125
FUT5	0.1165
ADH6	-2.446
P4HB	0.11975
CLDND2	-1.46775
ALKBH8	0.12125
PLAC4	-1.446
F11R	0.793571428571429
MGC35295	0.632833333333333
PDZD4	-0.333333333333333
LOC389073	-0.35825
FAM80B	0.350166666666667
PSMB1	-0.534625
TXN	-0.695666666666667
VIPR1	0.7686
WBSCR18	0.5755
EXOSC6	-0.3855
ACTA2	3.956
SP5	-1.60141666666667
ANKRD1	-2.31275
DDR1	2.4656
ATP6V1D	0.1765
PTGS1	-1.12233333333333
RNF157	-1.33725
DCC	-0.34225
SPAG7	-0.34075
FBXO18	-0.44525
UBE3C	-0.9839
HOXC6	0.98775
LRP2BP	0.610166666666667
MYST2	-1.16625
PDSS2	-1.02875
ATE1	0.12425
ARAF	-1.984
KLF10	-0.754
PLA2G2E	0.268
ASCL1	-1.09783333333333
TSNAXIP1	1.85475
FAM131B	1.68175
IFNA10	0.341
NUP43	-0.92975
FAM44B	-2.11625
L1TD1	-4.03166666666667
NMD3	-2.48791666666667
C18orf54	-1.6357
PHOSPHO1	-0.53
RAG2	-1.613
EMILIN3	0.1595
METTL3	-0.56725
VPS13C	-0.991
REXO2	-2.25775
ANXA4	-0.48875
CA1	-0.76275
DCP1B	1.26
TULP3	-0.286166666666667
ATP2A2	-0.165214285714286
ATIC	0.1375
ADAM15	0.0440833333333334
NPL	1.11383333333333
LGR4	-1.350125
UEVLD	0.3015
GAB1	0.535
SNAI2	0.140666666666667
ZGPAT	0.2509
SNF1LK	0.9145
DLEU1	-0.11375
UBE2Q1	0.796375
ZMYM6	-0.2565
JPH3	-1.63016666666667
FAM38A	0.450416666666667
PXK	0.630833333333333
DENND2D	2.86175
BAX	-0.683333333333333
CP	0.491
RPL37	-0.2825
G6PC3	0.635
NCOA4	-1.49633333333333
LRRC14	-0.381125
GORASP1	-0.04925
FCHO2	1.834
CYP24A1	-2.9423
FXYD3	2.764625
SMARCAL1	0.69375
ABCB8	-0.7175
CCDC44	-0.209
PRDM7	-3.5685
USH1C	-1.221
DNAH5	1.12883333333333
SRF	-0.06925
MAL2	2.97533333333333
PGPEP1	0.371583333333333
SIN3B	-1.291
SEMA3C	-0.205166666666667
GRAMD3	0.17325
FBXO10	0.043125
OR5D13	0.13
FLJ31818	-1.007
CACNA1I	1.210875
S100A13	1.347
TP63	-0.6295
ANXA11	0.4133
WDR66	-0.5645
CSF2RB	0.418
IFI44	0.25525
DACT1	1.998
ANKRD23	0.222375
ATP5G1	-0.941
C21orf70	-0.0248333333333333
PPWD1	-2.19125
DNAJC13	0.04525
PAH	-4.98966666666667
PTCH2	0.52825
TRMU	-0.78875
CCDC9	-0.2865
USP3	-1.3369
DCLRE1C	-0.0173
FAM55C	0.61375
FRMD4B	1.24175
CYP2R1	-1.102
RFPL1	-0.433
XPO5	-0.626
ARL6IP2	-0.5455
OSBPL5	3.035
MMP9	3.29163636363636
KIAA0802	-0.699
DHRS2	0.996166666666667
SGEF	1.337625
TXNDC10	-0.8405
EXOC6	0.2835
RPS27	-0.195666666666667
PNCK	-0.529
FSTL1	-0.1665
AACS	-0.35875
SLMAP	1.2475
SAMD4A	-0.3566
ABRA	0.46475
SMARCD3	-0.0865
PKNOX2	-0.388833333333333
A4GNT	0.2585
C9orf39	-0.5855
RALYL	0.15
MGC33556	-1.8265
C10orf25	-1.4545
BBOX1	0.07725
NHEDC1	-0.361
XDH	-0.50825
GCSH	-0.8
EDN1	2.0405
MTERF	-1.6095
CLK4	-0.473375
ZNF799	0.588333333333333
KCNG1	0.638625
CXCR4	0.962666666666667
PTPRR	-3.199
IRAK1	-0.582875
LOC401397	-0.848
TMSB10	0.530714285714285
CXCL3	-3.0221
TMC4	2.2115
OR7A10	-0.3485
STYK1	-2.11825
CHRNA10	-0.26
CCNI	-0.106
EP300	2.0165
LOC165186	-0.6465
HIC2	-1.127
SDR-O	-0.483
OR2W1	-0.179
KCNA6	-0.627
TRIM74	-1.43625
REEP6	3.23125
ATP5G2	0.36325
ERG	0.736625
TMEM42	0.0175
PARN	1.00183333333333
SOD2	-0.965125
DIRAS1	0.590833333333333
PNPT1	-1.77975
